background_names,foreground_names,palettes_names,input_names,input_entropy_mean,input_std_dev_mean,background_entropy,background_stddev,background_num_options,foreground_entropy,foreground_stddev,foreground_num_options,palettes_entropy,palettes_stddev,palettes_num_options,output_entropy_mean,output_stddev,output_num_options,score,
"['moving shapes', 'flower petals', 'pulse', 'clouds', 'solid colors', 'diamonds', 'disco', 'firework', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'laser beam', 'paint splatter', 'rainbow', 'dots', 'circles', 'snow fall', 'words', 'galaxy', 'sparkles', 'spiral', 'squares', 'squiggles', 'starburst', 'twinkle', 'sound wave', 'entropy', 'deviation']","['bubbles', 'hearts', 'confetti', 'emojis', 'heart', 'music notes', 'rainbow paint', 'pineapple', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco', 'entropy', 'deviation']","['autumn', 'black and white', 'green blue', 'electronic', 'grayscale', 'creamy pastel', 'rainbow pastel', 'neon', 'blue', 'bright rainbow', 'roses', 'pink blue', 'green', 'flower', 'coral', 'purple', 'sweet candy rainbow', 'orange', 'retro', 'red orange', 'icy blue', 'entropy', 'deviation']","['poopy', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkle star', 'happy smiley', 'magic wand', 'spooky ghost', 'geometric', 'sunglasses', 'waves water', 'light bulb', 'prism', 'electronic', 'wavy ripple', 'disco ball', 'savoring food', 'fast', 'musical notes', 'cold', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'frosty snowflake']",0.957,0.039,0.769878147,367.0724445,27,0.82917743,483.5534441,16,0.774372309,442.0867979,20,0.791,430.904,63,0.035,
"['moving shapes', 'flower petals', 'pulse', 'clouds', 'solid colors', 'diamonds', 'disco', 'firework', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'laser beam', 'paint splatter', 'rainbow', 'dots', 'circles', 'snow fall', 'words', 'galaxy', 'sparkles', 'spiral', 'squares', 'squiggles', 'starburst', 'twinkle', 'sound wave', 'entropy', 'deviation']","['bubbles', 'hearts', 'confetti', 'emojis', 'heart', 'music notes', 'rainbow paint', 'pineapple', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco', 'entropy', 'deviation']","['autumn', 'black and white', 'green blue', 'electronic', 'grayscale', 'creamy pastel', 'rainbow pastel', 'neon', 'blue', 'bright rainbow', 'roses', 'pink blue', 'green', 'flower', 'coral', 'purple', 'sweet candy rainbow', 'orange', 'retro', 'red orange', 'icy blue', 'entropy', 'deviation']","['poopy', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkle star', 'happy smiley', 'magic wand', 'spooky ghost', 'geometric', 'sunglasses', 'waves water', 'light bulb', 'prism', 'electronic', 'wavy ripple', 'disco ball', 'savoring food', 'fast', 'musical notes', 'cold', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'frosty snowflake']",0.957,0.039,0.769878147,367.0724445,27,0.82917743,483.5534441,16,0.774372309,442.0867979,20,0.791,430.904,63,0.035,
"['moving shapes', 'flower petals', 'pulse', 'clouds', 'solid colors', 'diamonds', 'disco', 'firework', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'laser beam', 'paint splatter', 'rainbow', 'dots', 'circles', 'snow fall', 'words', 'galaxy', 'sparkles', 'spiral', 'squares', 'squiggles', 'starburst', 'twinkle', 'sound wave', 'entropy', 'deviation']","['bubbles', 'hearts', 'confetti', 'emojis', 'heart', 'music notes', 'rainbow paint', 'pineapple', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco', 'entropy', 'deviation']","['bubbles', 'hearts', 'confetti', 'emojis', 'heart', 'music notes', 'rainbow paint', 'pineapple', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco', 'entropy', 'deviation']","['poopy', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkle', 'happy smiley', 'square grid', 'jack-o-lantern', 'geometric', 'sunglasses', 'waves water', 'stars', 'prism', 'electronic', 'wavy ripple', 'disco ball', 'savoring food', 'flower', 'musical notes', 'sun', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.935,0.037,0.865828819,275.9788509,26,0.865540853,393.0750377,17,0.865540853,393.0750377,17,0.866,354.043,60,0.038,
"['moving shapes', 'flower petals', 'pulse', 'clouds', 'solid colors', 'diamonds', 'disco', 'firework', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'laser beam', 'paint splatter', 'rainbow', 'dots', 'circles', 'snow fall', 'words', 'galaxy', 'sparkles', 'spiral', 'squares', 'squiggles', 'starburst', 'twinkle', 'sound wave', 'entropy', 'deviation']","['bubbles', 'hearts', 'confetti', 'emojis', 'heart', 'music notes', 'rainbow paint', 'pineapple', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco', 'entropy', 'deviation']","['autumn season', 'black and white', 'cool green blue', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'bright rainbow', 'roses pink', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise orange', 'sunset purple', 'sweet candy', 'fiery orange', 'retro vintage', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkle', 'happy smiley', 'square grid', 'jack-o-lantern', 'geometric', 'sunglasses', 'waves water', 'stars', 'prism', 'electronic', 'wavy ripple', 'disco ball', 'savoring food', 'flower', 'musical notes', 'sun', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.041,0.865828819,275.9788509,26,0.865540853,393.0750377,17,0.850789973,357.2896337,18,0.861,342.115,61,0.044,
"['moving shapes', 'flower petals', 'pulse', 'clouds', 'solid colors', 'diamonds', 'disco', 'firework', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'laser beam', 'paint splatter', 'rainbow', 'dots', 'circles', 'snow fall', 'words', 'galaxy', 'sparkles', 'spiral', 'squares', 'squiggles', 'starburst', 'twinkle', 'sound wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'confetti', 'emojis', 'red hearts', 'music notes', 'rainbow lines', 'pineapple fruit', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['autumn season', 'black and white', 'cool green blue', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'bright rainbow', 'roses pink', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise orange', 'sunset purple', 'sweet candy', 'fiery orange', 'retro vintage', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkle', 'happy smiley', 'square grid', 'jack-o-lantern', 'geometric', 'sunglasses', 'waves water', 'stars', 'prism', 'electronic', 'wavy ripple', 'disco ball', 'savoring food', 'flower', 'musical notes', 'sun', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.041,0.865828819,275.9788509,26,0.912353796,341.4446759,16,0.850789973,357.2896337,18,0.876,324.904,60,0.046,
"['moving shapes', 'flower petals', 'pulse', 'clouds', 'simple colors', 'diamonds', 'disco', 'firework', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronics', 'paint splatter', 'rainbow stripes', 'dots', 'circle shape', 'snow fall', 'words text print', 'galaxy', 'sparkly', 'spiral', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'confetti', 'emojis', 'red hearts', 'music notes', 'rainbow lines', 'pineapple fruit', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['autumn season', 'black and white', 'cool green blue', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'bright rainbow', 'roses pink', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise orange', 'sunset purple', 'sweet candy', 'fiery orange', 'retro vintage', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkle', 'happy smiley', 'square grid', 'jack-o-lantern', 'geometric', 'sunglasses', 'waves water', 'stars', 'prism', 'electronic', 'wavy ripple', 'disco ball', 'savoring food', 'flower', 'musical notes', 'sun', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.041,0.924637322,194.7733726,25,0.912353796,341.4446759,16,0.850789973,357.2896337,18,0.896,297.836,59,0.05,
"['angles', 'flower petals', 'pulse', 'clouds', 'simple colors', 'diamonds', 'disco', 'firework', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'sparkly', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'confetti', 'emojis', 'red hearts', 'music notes', 'rainbow lines', 'pineapple fruit', 'pizza', 'poop', 'rain', 'rainbow', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'bright rainbow', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fiery orange', 'old fashioned', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy stinky', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy smiley', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.042,0.961995803,156.6858467,23,0.916969754,330.5493407,16,0.940815033,245.5766323,18,0.94,244.271,57,0.061,
"['angles', 'flower petals', 'pulse', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'confetti', 'emojis pictures', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple fruit', 'pizza', 'poop', 'rain', 'happy', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'bright cheerful', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fiery orange', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy stinky', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy smiley', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.972322984,130.2822112,23,0.942264567,251.0953338,16,0.932043016,285.2511793,18,0.949,222.21,57,0.068,
"['angles', 'flower petals', 'pulse', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'confetti', 'happy silly faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple fruit', 'pizza', 'poop', 'rain', 'happy', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'colorful', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy stinky', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy smiley', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.972322984,130.2822112,23,0.956294844,227.6387489,16,0.939135769,270.149414,18,0.956,209.357,57,0.072,
"['angles', 'flower petals', 'pulse', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'confetti', 'happy faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple fruit', 'pizza', 'poop', 'rain', 'happy', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'classic rainbow', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy stinky', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy smiley', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.972322984,130.2822112,23,0.945638553,261.8749065,16,0.964893407,170.3380721,18,0.961,187.498,57,0.08,
"['angles', 'flower petals', 'pulse', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'positive faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple fruit', 'pizza food', 'poop stinky', 'rain water', 'happy', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'simple rainbow', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy stinky', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy smiley', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.972322984,130.2822112,23,0.948591965,235.3985273,16,0.961839249,188.4010116,18,0.961,184.694,57,0.081,
"['angles', 'flower petals', 'pulse', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic angles', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'expressive faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple fruit', 'pizza food', 'poop stinky', 'rain water', 'happy', 'smily face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'standard rainbow', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy stinky', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy smiley', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.949975286,155.3461772,24,0.939698925,244.1148637,16,0.959068812,176.4249549,18,0.95,191.962,58,0.078,
"['angles', 'flower petals', 'circles round', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'standard rainbow', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy stinky', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy smiley', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.961204892,140.353281,24,0.939572086,240.9122979,17,0.959068812,176.4249549,18,0.953,185.897,59,0.079,
"['angles', 'flower petals', 'circles round', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'circular round', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food hungry', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['round grid', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy grin', 'square grid', 'jack-o-lantern fall', 'geometric shapes', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.967596256,128.4854923,24,0.94738419,234.8711704,16,0.966882036,164.7225832,18,0.961,176.026,58,0.084,
"['angles', 'flower petals', 'round circle shapes', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food hungry', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone swirl', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy grin', 'geometric grid', 'jack-o-lantern fall', 'candy', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.959042741,150.8575487,23,0.939865406,256.1118245,16,0.973063257,153.636699,18,0.957,186.869,57,0.081,
"['angles', 'flower petals', 'round circle shapes', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food hungry', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone swirl', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy grin', 'geometric grid', 'jack-o-lantern fall', 'candy', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.959042741,150.8575487,23,0.939865406,256.1118245,16,0.973063257,153.636699,18,0.957,186.869,57,0.081,
"['angles', 'flower petals', 'round circle shapes', 'clouds', 'simple colors', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food hungry', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean blue', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone swirl', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy grin', 'geometric grid', 'jack-o-lantern fall', 'candy', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream']",0.957,0.043,0.959042741,150.8575487,23,0.939865406,256.1118245,16,0.973063257,153.636699,18,0.957,186.869,57,0.081,
"['angles', 'flower petals', 'round circle shapes', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words text print', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares grid', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone swirl', 'romantic hearts', 'party celebrate', 'silly zany', 'sparkly star', 'happy grin', 'geometric grid', 'jack-o-lantern autumn', 'candy', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream sweet summer']",0.957,0.044,0.96912362,131.415372,23,0.944103242,264.1771592,15,0.967908372,166.2616648,18,0.96,187.285,56,0.084,
