old_url,new_url
https://levelbuilder-studio.code.org/v3/animations/L65V9KFU8rNn0SWz34MHjw/66cd1144-753c-4637-aea1-2111666c485f.png?version=BsouVd0grOxN4.htDk9_xZL7ikp3tesN,/api/v1/animation-library/level_animations/mfXP81Ewst8sMXoF5nkesEJQXktrPy9w/lb-ship-blue.png
https://levelbuilder-studio.code.org/v3/animations/L65V9KFU8rNn0SWz34MHjw/1b896c37-423b-422e-bfa0-105a22e6cc50.png?version=erp.CsyfiTj76HWoQ4hTwpn6FTZlk0tD,/api/v1/animation-library/level_animations/RSAu3239AsJ2bAGKIupKafoNcQQkj2Wm/lb-ship-green.png
https://levelbuilder-studio.code.org/v3/animations/L65V9KFU8rNn0SWz34MHjw/992c5fb1-e161-448c-b0f7-8285b1826402.png?version=iIMi4bJsEzIwupxzAqwCL4vS46kwwHsF,/api/v1/animation-library/level_animations/zRVayU.MZvagml4BiZTZQ4bs0iJAUE8M/lb-ship-red.png
https://levelbuilder-studio.code.org/v3/animations/L65V9KFU8rNn0SWz34MHjw/c6fb724f-64bb-4882-a539-896b21a2d8b8.png?version=mGWyfEBTATtoWG_oBop1qH.6Erif1kye,/api/v1/animation-library/level_animations/ePSBU.U0G3i4Up.wZWK_4XYOG4KJ_TSm/lb-asteroids.png
https://levelbuilder-studio.code.org/v3/animations/X7aGzT9e4V3oMdmFbBsjkA/8ceb83ca-c7b9-4540-9d6d-3db380b50641.png?version=.NxnQOzUWTqFJvJhf01heHEQ.BLmowJz,/api/v1/animation-library/level_animations/nW0.s84YRf3OaU5NHpsThsJ.CxGwFSfH/levelbuilder-image-20.png
https://levelbuilder-studio.code.org/v3/animations/X7aGzT9e4V3oMdmFbBsjkA/7015fbdd-84fe-4c7b-bfa6-5cec90ae22d5.png?version=LJBSgtMebA0RyifGMWCYHAZPQPOjSZbt,/api/v1/animation-library/level_animations/8zji_ZT4xpVPHVNph_SaN7d8cnYPTy6a/lb-elephant.png
https://levelbuilder-studio.code.org/v3/animations/X7aGzT9e4V3oMdmFbBsjkA/169e2889-5071-4f3d-b3ef-217f50b782c0.png?version=7dtl.o5rxc9O2nsMSCgBxVajSMEZutwb,/api/v1/animation-library/level_animations/Civ8QOYFfY1cKaZTf4UB1EDsm15SMGz7/lb-chick.png
https://levelbuilder-studio.code.org/v3/animations/X7aGzT9e4V3oMdmFbBsjkA/f676ec29-a7e3-4090-99cd-9177eb3b294b.png?version=gXbsu3ue0AfdSwMTNuJsqdUir20j2x40,/api/v1/animation-library/level_animations/xQRTXvO_iqCOp38r6AEUWDOFlBF4BF5z/lb-hen.png
https://levelbuilder-studio.code.org/v3/animations/X7aGzT9e4V3oMdmFbBsjkA/fa27744c-1a07-48be-bc8c-6f7073d79ae8.png?version=DDCPfTHrFxcEnIus56RjshF7cjKyJ.o9,/api/v1/animation-library/level_animations/HHV4_ZGMLHAbAZWSQ37g4jaTHrMrXG7M/lb-tiger.png
https://levelbuilder-studio.code.org/v3/animations/X7aGzT9e4V3oMdmFbBsjkA/441acbfa-78a3-4617-8e08-d50982e543ef.png?version=S9kX2etXDGowl83pM9bYS6RCRxkZKuGD,/api/v1/animation-library/level_animations/jCLCpxzYJjNHPgtFGlHBQjLpCD8RpOxS/lb-deer.png
https://levelbuilder-studio.code.org/v3/animations/xCafEw-M-Z1TtFpgsjXTJw/4cac595c-21ff-44b3-99e3-ae5581dce64d.png?version=GNSjtpec1oN8hVb1Q4e9ozDF639mKO7h,/api/v1/animation-library/level_animations/4E1cFRl9ojrmIuPaSxS0.Rj25geUJMFX/lb-apple.png
https://levelbuilder-studio.code.org/v3/animations/xCafEw-M-Z1TtFpgsjXTJw/6f3b17d3-5f95-4148-a03e-8445ec6441fd.png?version=kGKIzqW15wGxQ5tAvC5NacACGz9Ppk0n,/api/v1/animation-library/level_animations/xsHnSJ0f2KxpiefM3vxEwAJJZJuatHbC/lb-strawberry.png
https://levelbuilder-studio.code.org/v3/animations/xCafEw-M-Z1TtFpgsjXTJw/98625045-58ca-4dc4-ab1f-b98ad738549e.png?version=9LzXo243pPLbuutYxgGyDlwArI5PRKgJ,/api/v1/animation-library/level_animations/7pqH0HXQlqxv4FSDOnRuXzqDnJpzTaOj/lb-orange.png
https://levelbuilder-studio.code.org/v3/animations/xCafEw-M-Z1TtFpgsjXTJw/666ce23f-8833-4ea0-be68-debc739e9fab.png?version=ZynOgauk.nclVOYzsf3GHdc_2mlRMIVD,/api/v1/animation-library/level_animations/JnhnsjZCJfi60nzOFaf_nTwzGmU_lKZY/lb-broccoli.png
https://levelbuilder-studio.code.org/v3/animations/xCafEw-M-Z1TtFpgsjXTJw/f36627f2-07e3-4953-bb78-53672ef46128.png?version=qNTUt1EzkF4S5UiuuyZ06veXRcFpnKyC,/api/v1/animation-library/level_animations/ToKIQX2KuRC0HdNrkLb2TdJUpUrg2WTh/lb-corn.png
https://levelbuilder-studio.code.org/v3/animations/33ZxhK654YnRi75Y2o4Deg/635c6ef7-1230-46e9-9b51-ca3bf68845da.png?version=In3F.Ghd5rS1XRsslt0PJUksDpvsZGFz,/api/v1/animation-library/level_animations/Oo.8Jwa8qzrtHzStlhYqtGNhA2F9CaPx/levelbuilder-image-31.png
https://levelbuilder-studio.code.org/v3/animations/gGBU1JasMYPmNXPmei8FBw/001b0618-b6d4-4719-a9c5-0bce7ee76eaa.png?version=pDfx1GkYZ1YRetoDdcWDY8TlMeMSb3eh,/api/v1/animation-library/level_animations/8ea9VxddjdBxSAECtdVQujgmmcJwDsAn/levelbuilder-image-32.png
https://levelbuilder-studio.code.org/v3/animations/Nhm1dywTh_AbKtDY4Wdvow/ce6ac492-95ab-40fc-8983-c99a7e0157d8.png?version=nC1VpgYMh3cen298TMzBM0lJj.zxFQyU,/api/v1/animation-library/level_animations/KQzxXWufqVRLHvK5tvQTn9cF3mEl23jM/levelbuilder-image-33.png
https://levelbuilder-studio.code.org/v3/animations/pWF3Y5yxbGjbBS7318Xlrw/29351b1d-49ad-45ed-89ac-be1417391e0f.png?version=h46Q.Zo8xgTglDaSvzAbzzoZGg3YEkEh,/api/v1/animation-library/level_animations/6l5SBvwNkBFv.QJPwooO5zlca9spwIKB/levelbuilder-image-34.png
https://levelbuilder-studio.code.org/v3/animations/pWF3Y5yxbGjbBS7318Xlrw/eeffe551-1aa5-45a5-b275-84fe5bcdf8af.png?version=BHNntU4mnHjJyeN33O3rsjy.gEZ45Vss,/api/v1/animation-library/level_animations/XoTLX8eOGAIEb1yTfbmi3nOlp67Lf8qt/lb-mouse-grey2.png
https://levelbuilder-studio.code.org/v3/animations/pWF3Y5yxbGjbBS7318Xlrw/5c003de8-b34f-42d8-bd15-1d3735867e6f.png?version=pg4qNLCdwprt2XAJuFLMsba4lMFznyXH,/api/v1/animation-library/level_animations/r.ruYQDsZyexJAStg7hIMdHNu50aXZNp/lb-mouse-grey3.png
https://levelbuilder-studio.code.org/v3/animations/pWF3Y5yxbGjbBS7318Xlrw/a84a70ac-c7e2-40fa-9dc3-189eb036adb8.png?version=qocttZk8Z2c46ddMHM8UxVJorT7Akbhg,/api/v1/animation-library/level_animations/1v6gnLz6mMakt0SV2m7DS9yWPs3eRxlS/levelbuilder-image-37.png
https://levelbuilder-studio.code.org/v3/animations/SgVuVS1irKEnDJvjyTComQ/f5e2ed84-92e4-4c6e-8e98-2af6d402fb54.png?version=Skl9NwGLc_pDX8yNG58IbO5IZVIOF_yI,/api/v1/animation-library/level_animations/Ofk4cT4n48DSEuiY0EaTJEDXutq2pPzS/levelbuilder-image-38.png
https://levelbuilder-studio.code.org/v3/animations/rYCtY0q6UkAeoo87xDAZdg/alien.png?version=IoXn9oPbw3G7rH7ZDTaoaEpw2.1HTPuv,/api/v1/animation-library/level_animations/zqAb9.QIufrb5TyiPk6M1SkDEoDIQc0C/levelbuilder-image-39.png
https://levelbuilder-studio.code.org/v3/animations/rYCtY0q6UkAeoo87xDAZdg/star.png?version=j.fvcAnKU4gzxrt86yNXM_YgyIQ62MMZ,/api/v1/animation-library/level_animations/VQ0dZOB2pWqxbGXoElPLLjfQ47AbOO6z/lb-star.png
https://levelbuilder-studio.code.org/v3/animations/YGJVcfTRJw7x-Wf6wn22qQ/19d464ac-149e-4201-bd7e-a261fe97f96e.png?version=ycwMNdAafFCCAivIqa8j2DXhpdQ0fMJy,/api/v1/animation-library/level_animations/8uJ0MWr2GlczQckgAIflcUzfwNzkOlQ6/lb-balloon-red.png
https://levelbuilder-studio.code.org/v3/animations/bayiOw6OAElqI1lmxZrWkw/9a5adcff-00ab-4e36-b7aa-aa9cd9fa9095.png?version=PKwq7bWK9mLK95f4vntIwVcLlamtCU9N,/api/v1/animation-library/level_animations/p1fTPJPQljQDDVAcBFBjJRrtlqi2N_Sl/levelbuilder-image-42.png
https://levelbuilder-studio.code.org/v3/animations/bayiOw6OAElqI1lmxZrWkw/406dc86d-fb35-4834-bdf7-cc6d315f3d5e.png?version=dtTXHZdQU3sDpVmxYmFYukjNLXNRqL8k,/api/v1/animation-library/level_animations/slHrh.aW86I0b4D0JrS2EvyUgkMZ30GH/levelbuilder-image-43.png
https://levelbuilder-studio.code.org/v3/animations/G8ZD83UQ4slQjGsvlvHjBw/01ffccac-0a04-4947-80b9-b2050e81d7c1.png?version=UffOXNNc_n2cSbe0xdrm4lpwYWRHkzH5,/api/v1/animation-library/level_animations/ovpFZ_KKTERQMCzo5Gb6mj1GT.GT2o8X/levelbuilder-image-44.png
https://levelbuilder-studio.code.org/v3/animations/bdJ-WdUSGgO8aifgINDv-g/60d7ec9a-7e73-40b3-8d7e-c93d4513276c.png?version=EtKbkn8cbelG3m49lAGyB_vVD8dYA.SN,/api/v1/animation-library/level_animations/5VT8zng99lgl7W40vHbYfGvYT673tOJk/levelbuilder-image-45.png
https://levelbuilder-studio.code.org/v3/animations/bdJ-WdUSGgO8aifgINDv-g/9a6797a3-f89d-41b7-8a17-6899f8f7b935.png?version=R_U_zC4__mhO.ysoDUzJxcf48gHgxnJ4,/api/v1/animation-library/level_animations/iaBQqHYREdCVelJtOjNu58tO4HTQ2Pgc/levelbuilder-image-46.png
https://levelbuilder-studio.code.org/v3/animations/7OIWhwTQFKXUWsVR-ugUaA/794f856b-b60a-41a8-923b-6db694a61ad7.png?version=r4z1.A_P_WYW3gLK.lbz101nbak3ohJD,/api/v1/animation-library/level_animations/MyUiUCUSQewzQl1gQ9scWHCKNvi0VWb_/lb-spiral-green.png
https://levelbuilder-studio.code.org/v3/animations/7OIWhwTQFKXUWsVR-ugUaA/0822653f-60f4-4595-9012-bed787d1d960.png?version=7dUJAl3wflDZPn.A8QlLhJtt7aW.75dq,/api/v1/animation-library/level_animations/ivixFBcxDEyC_Zt_eK4nyUxslecBLg4E/lb-spiral-blue.png
https://levelbuilder-studio.code.org/v3/animations/xWEzBybUaJuBJ4EWDbKu-w/2711239f-d4ba-44ad-b92e-c8c530dc2351.png?version=s8N_FchE4VTO0grx9He7eBuA4xzKuFCi,/api/v1/animation-library/level_animations/E1DVaDSyNIDXowHPhqHz4Ki8fX1lDwqd/levelbuilder-image-49.png
https://levelbuilder-studio.code.org/v3/animations/-JDi2EaCtSswg880gNj57Q/c42faca4-e37f-432a-b2b0-2e499437976c.png?version=epx4FcZCEnHQ05HdaYETMYJI9Go2uR6W,/api/v1/animation-library/level_animations/LlOB0G2Qvg53rTblg8OYq051B3rsIIgA/lb-flag-yellow.png
https://levelbuilder-studio.code.org/v3/animations/-JDi2EaCtSswg880gNj57Q/4ebafbec-f879-4b84-a8f0-d8ca2cff9ea4.png?version=XMrysLpW2QMQXr21DfdFEEgeSL48ZI1n,/api/v1/animation-library/level_animations/xClB_gryqxUE7fUwhTfgoO_sNblRYUua/levelbuilder-image-51.png
https://levelbuilder-studio.code.org/v3/animations/6h0OFrzee9-qBuylDVLKzA/17d36055-4e2e-4813-abc6-17b46dffd2fa.png?version=LWFM.7dRXLe87X1hfuo6V9Fp40WnVcw7,/api/v1/animation-library/level_animations/XOb9nAbwxhu1xYfW5zmQV1VPr0qlpB4I/levelbuilder-image-52.png
https://levelbuilder-studio.code.org/v3/animations/bAoNQp0pqwOkGcC456Pn2Q/948963ee-a17a-4904-a3fd-ca5d8726618c.png?version=88C3XyZA2K0RtHZqKOFo_wfOFzh9OmvX,/api/v1/animation-library/level_animations/px3DpHxUYNolMfs5X8790Ln.jJpcy9ls/lb-salt-inverted.png
https://levelbuilder-studio.code.org/v3/animations/VMkrxJPPGixIsTbGRHNrmw/5c292f95-929d-48f3-9432-0f00a8c77934.png?version=7pTy7xkAeI5qrU9scI3nWmKb7CzBMlfU,/api/v1/animation-library/level_animations/SdYNLChcb4c.DsZibpsAgV1S1mx8TAlt/levelbuilder-image-54.png
https://levelbuilder-studio.code.org/v3/animations/8NKkFtGoYcUczOxpJYxhYw/c81d3c01-4677-4845-ab07-635e6ccd02d5.png?version=zFa2uldxVdgTlQ9AaP6u7h6_obBDe.ZQ,/api/v1/animation-library/level_animations/VKmhPSs1lz2RfMzfHVgF2Kni18B9pXsU/levelbuilder-image-55.png
https://levelbuilder-studio.code.org/v3/animations/a8L69Jep2tvqUY9oHu2idg/5c61ef4a-2446-4068-8a82-e6f67725c62b.png?version=.3Lt8JQkBHIOqCffEUbtPsDl6lG97hmF,/api/v1/animation-library/level_animations/jaBN8kkIFN8BsAY4.vTiXuM2IA76zk1R/levelbuilder-image-56.png
