School Code,School Name,School Address,City,Zip,State
51862,Edward R Roybal Learning Center,1200 West Colton Street,Los Angeles,900265816,CA
51895,Mira Costa High School,1401 Artesia Boulevard,Manhattan Bch,902666968,CA
51900,Manteca High School,450 E Yosemite Avenue,Manteca,953365718,CA
51915,Alhambra High School,150 E Street,Martinez,945533139,CA
51950,Mendocino High School,10700 Ford Street,Mendocino,95460,CA
51955,Sacred Heart Preparatory School,150 Valparaiso Avenue,Atherton,940274402,CA
51960,Menlo School,50 Valparaiso Avenue,Atherton,940274401,CA
51960,Menlo School,50 Valparaiso Avenue,Atherton,940274401,CA
51968,Capistrano Valley High School,26301 Via Escolar,Mission Viejo,926923999,CA
51972,Mills High School,400 Murchison Drive,Millbrae,940303099,CA
51975,Tamalpais High School,700 Miller Avenue,Mill Valley,949412991,CA
51976,Piedmont Hills High School,1377 Piedmont Road,San Jose,951322497,CA
51984,University High School,4771 Campus Drive,Irvine,926123298,CA
51985,Modesto High School,18 H Street,Modesto,953513299,CA
51986,Fred C Beyer High School,1717 Sylvan Avenue,Modesto,953551399,CA
52015,Monrovia High School,845 W Colorado Boulevard,Monrovia,910162517,CA
52021,Big Valley Christian High School,1020 PELANDALE AVE,MODESTO,953568508,CA
52042,Oakwood School,105 John Wilson Way,Morgan Hill,950375929,CA
52056,Rancho Verde High School,17750 Lasselle Street,Moreno Valley,925516300,CA
52057,Valley View High School,13135 Nason Street,Moreno Valley,925554504,CA
52058,Campolindo High School,300 Moraga Road,Moraga,945562499,CA
52060,Live Oak High School,1505 E Main Avenue,Morgan Hill,950373200,CA
52075,Mountain View High School,3535 Truman Avenue,Mountain View,940404598,CA
52077,Saint Francis High School,1885 Miramonte Avenue,Mountain View,940404098,CA
52088,Vintage High School,1375 Trower Avenue,Napa,945582487,CA
52105,Sweetwater High School,2900 Highland Avenue,National City,919507495,CA
52117,Newbury Park High School,456 N Reino Road,Newbury Park,913203714,CA
52120,William S Hart High School,24825 Newhall Avenue,Newhall,913211576,CA
52124,Sage Hill School,20402 Newport Coast Drive,Newport Beach,926570300,CA
52128,Corona Del Mar High School,2101 Eastbluff Drive,Newport Beach,926604599,CA
52129,Norco High School,2065 Temescal Avenue,Norco,928602798,CA
52130,Newport Harbor High School,600 Irvine Avenue,Newport Beach,926635499,CA
52145,North Hollywood High School,5231 Colfax Avenue,N Hollywood,916013097,CA
52159,Harvard-Westlake School,3700 Coldwater Canyon,Studio City,916042301,CA
52159,Harvard-Westlake School,3700 Coldwater Canyon,Studio City,916042301,CA
52159,Harvard-Westlake School,3700 Coldwater Canyon,Studio City,916042301,CA
52159,Harvard-Westlake School,3700 Coldwater Canyon,Studio City,916042301,CA
52167,Norwalk High School,11356 Leffingwell Road,Norwalk,906503695,CA
52185,Bishop O'Dowd High School,9500 Stearns Avenue,Oakland,946054799,CA
52191,California Crosspoint High School,25500 Industrial Boulevard,Hayward,945452352,CA
52209,School For Independent Learners,909 San Antonio Road,Los Altos,940221308,CA
52225,Oakland High School,1023 MacArthur Boulevard,Oakland,946103965,CA
52240,Oakland Technical High School,4351 Broadway,Oakland,946114612,CA
52249,Oceanside High School,1 Pirates Cove Way,Oceanside,920543066,CA
52256,Laurel Springs School,302 El Paseo Road,Ojai,930232448,CA
52256,Laurel Springs School,302 El Paseo Road,Ojai,930232448,CA
52265,Thacher School,5025 Thacher Road,Ojai,930239001,CA
52267,Canyon High School,220 S Imperial Highway,Anaheim,928073999,CA
52273,St Michael's College Preparatory School,19292 El Toro Road,Silverado,926769710,CA
52276,El Modena High School,3920 E Spring Street,Orange,928693599,CA
52282,Miramonte High School,750 Moraga Way,Orinda,945634399,CA
52310,Pacific Grove High School,615 Sunset Drive,Pacific Grove,939504899,CA
52315,Palmdale High School,2137 E Avenue R,Palmdale,935505499,CA
52319,Palm Desert High School,74910 Aztec Road,Palm Desert,922603101,CA
52347,Henry M Gunn High School,780 Arastradero Road,Palo Alto,943063898,CA
52350,Palo Alto Senior High School,50 Embarcadero Road,Palo Alto,943012379,CA
52358,Palos Verdes High School,600 Cloyden Road,Pls Vrds Est,902741869,CA
52365,Paramount High School,14429 Downey Avenue,Paramount,907233642,CA
52379,Pacifica High School,600 E Gonzales Road,Oxnard,930368266,CA
52402,Polytechnic School,1030 E California Boulevard,Pasadena,911064099,CA
52420,Westridge School,324 Madeline Drive,Pasadena,911053399,CA
52448,Casa Grande High School,333 Casa Grande Road,Petaluma,949545799,CA
52460,Petaluma High School,201 Fair Street,Petaluma,949522594,CA
52462,Piedmont High School,800 Magnolia Avenue,Piedmont,946114087,CA
52475,Pittsburg High School,1750 Harbor Street,Pittsburg,945653890,CA
52480,Valencia High School,500 N Bradford Avenue,Placentia,928704844,CA
52491,Knight High School,37423 70th Street E,Palmdale,935524800,CA
52495,Amador Valley High School,1155 Santa Rita Road,Pleasanton,945666176,CA
52497,Foothill High School,4375 Foothill Road,Pleasanton,945889720,CA
52500,Point Arena High School,270 Lake Street,Point Arena,95468,CA
52502,Damien High School,2280 Damien Avenue,La Verne,917505296,CA
52518,City of Knowledge,3285 North Garey Avenue,Pomona,917671307,CA
52533,Poway High School,15500 Espola Road,Poway,920642299,CA
52536,Rancho Bernardo High School,13010 Paseo Lucido,San Diego,921284499,CA
52541,Highland High School,39055 25th Street W,Palmdale,935514157,CA
52541,Highland High School,39055 25th Street W,Palmdale,935514157,CA
52546,Rancho Cucamonga High School,11801 Lark Drive,Rch Cucamonga,917018715,CA
52563,Santa Margarita Catholic High School,22062 Antonio Parkway,Rcho Sta Marg,926881993,CA
52567,Martin Luther King High School,9301 Wood Road,Riverside,925089459,CA
52580,Enterprise High School,3411 Churn Creek Road,Redding,960022798,CA
52585,Shasta High School,2500 Eureka Way,Redding,960010398,CA
52590,Redlands High School,840 E Citrus Avenue,Redlands,923745399,CA
52600,Redondo Union High School,1 Sea Hawk Way,Redondo Beach,902772976,CA
52609,Rocklin High School,5301 Victory Lane,Rocklin,957654988,CA
52665,Poly High School,5450 Victoria Avenue,Riverside,925063399,CA
52678,Rancho Cotate High School,5450 Snyder Lane,Rohnert Park,949282906,CA
52680,Chadwick School,26800 Academy Drive,Pls Vrds Pnsl,902743997,CA
52683,Palos Verdes Peninsula High School,27118 Silver Spur Road,Rllng Hls Est,902742300,CA
52690,Roseville High School,1 Tiger Way,Roseville,956781706,CA
52694,Glen A Wilson High School,16455 Wedgeworth Drive,Hacienda Hts,917453099,CA
52697,Christian Brothers High School,4315 M L King Boulevard,SACRAMENTO,958202727,CA
52698,Saint Francis High School,5900 Elvas Avenue,Sacramento,958194295,CA
52714,Jesuit High School,1200 Jacob Lane,Carmichael,956086099,CA
52733,Sacramento Country Day School,2636 Latham Drive,Sacramento,958647198,CA
52755,Salinas High School,726 S Main Street,Salinas,939013291,CA
52759,West Shores High School,2381 Shore Hawk Drive,Salton City,92275,CA
52770,Sir Francis Drake High School,1327 Sir Francis Drake Boulevard,San Anselmo,949601898,CA
52774,Redlands Christian School,105 Tennessee Street,Redlands,923735437,CA
52814,San Clemente High School,700 Avenida Pico,San Clemente,926735682,CA
52820,Academy of Our Lady of Peace,4860 Oregon Street,San Diego,921161393,CA
52834,Scripps Ranch High School,10410 Falcon Way,San Diego,921311126,CA
52843,Francis Parker School,6501 Linda Vista Road,San Diego,921117396,CA
52862,Mt Carmel High School,9550 Carmel Mountain Road,San Diego,921292799,CA
52867,Patrick Henry High School,6702 Wandermere Drive,San Diego,921203299,CA
52887,University City High School,6949 Genesee Avenue,San Diego,921222498,CA
52892,Southwest High School,1685 Hollister Street,San Diego,921544548,CA
52896,Cathedral Catholic High School,5555 Del Mar Heights Road,San Diego,921301368,CA
52905,San Fernando High School,11133 Omelveny Avenue,San Fernando,913404497,CA
52916,Balboa High School,1000 Cayuga Avenue,San Francisco,941123236,CA
52935,Convent Of Sacred Heart High School,2222 Broadway Street,San Francisco,941151240,CA
52937,Cambridge International Preparatory School,501 Cambridge Street,San Francisco,941341609,CA
52937,Cambridge International Preparatory School,501 Cambridge Street,San Francisco,941341609,CA
52943,International High School of French American International School,150 Oak Street,San Francisco,941027702,CA
52945,Galileo Academy of Science and Technology,1150 Francisco Street,San Francisco,941091004,CA
52950,George Washington High School,600 32nd Avenue,San Francisco,941212794,CA
52984,Jewish Community High School of the Bay,1835 Ellis Street,San Francisco,941154003,CA
52986,Westview High School,13500 Camino Del Sur,San Diego,921294465,CA
52986,Westview High School,13500 Camino Del Sur,San Diego,921294465,CA
52987,Los Osos High School,6001 Milliken Avenue,Rch Cucamonga,917377709,CA
53005,Sacred Heart Cathedral Preparatory,1055 Ellis Street,San Francisco,941097795,CA
53010,Saint Ignatius College Preparatory School,2001 37th Avenue,San Francisco,941161165,CA
