School Name,School Code
Cesar Chavez High School,30192
Marana High School,30200
Liberty High School,30208
Mesa High School,30220
Red Mountain High School,30221
Westwood High School,30223
Mountain View High School,30224
Centennial High School,30256
Arizona Lutheran Academy,30262
Bourgade Catholic High School,30264
Carl Hayden High School,30277
Maryvale High School,30282
Paradise Valley High School,30287
Xavier College Preparatory School,30295
Thunderbird High School,30312
North Canyon High School,30316
Washington High School,30320
Skyline High School,30368
Amphitheater High School,30455
Canyon del Oro High School,30473
Flowing Wells High School,30485
University High School,30488
Palo Verde High Magnet School,30493
Mountain View High School,30497
Skyview High School,30507
Sunnyside High School,30525
Sonoran Science Academy,30563
Williams Field High School,30619
Sonoran Science Academy - Phoenix,30642
PVOnline High School,30654
Shadow Ridge High School,30662
Perry High School,30668
Poston Butte High School,30690
Campo Verde High School,30696
Arizona College Prep-Erie Campus,30711
American Leadership Academy Queen Creek 7-12,30721
BASIS Flagstaff,30728
Walden Grove High School,30731
University High School,30746
American Leadership Academy Ironwood 7-12,30771
Pan American Elementary Charter School,30776
Western School of Science and Technology - CFA,30780
Casteel High School,30820
Valley Vista High School,33769
Bentonville West High School,40004
Arkadelphia High School,40035
Augusta High School,40090
Kallion Learning Company Monticello,40101
Beebe High School,40145
Benton High School,40170
Bentonville High School,40175
Bergman High School,40180
Bryant High School,40310
Cabot High School,40320
Conway High School,40490
Dumas High School,40660
Earle High School,40675
Fayetteville High School,40770
Northside High School,40835
Southside High School,40837
Greenland High School,40945
West Side High School,41065
Lakeside High School,41160
The Academies at Jonesboro High School,41270
Central High School,41422
J A Fair High School,41429
Joe T Robinson High School,41430
Parkview Arts and Science Magnet High School,41443
Little Rock Christian Academy,41453
Lonoke High School,41470
Lisa Academy,41486
Marion Senior High School,41560
Marvell High School,41585
McGehee High School,41620
Nettleton High School,41815
Maumelle High School,41861
Sylvan Hills High School,41872
Greene County Technical High School,41950
Paragould High School,41960
White Hall High School,42045
Prescott High School,42120
Har-Ber High School,42147
Rogers New Technology High School,42171
Nevada High School,42183
Russellville High School,42195
Sheridan High School,42265
Smackover High School,42285
Springdale Senior High School,42315
Star City High School,42337
Stuttgart High School,42365
Mills University Studies High School,42390
Arkansas High School,42403
Waldron High School,42565
Agoura High School,50003
Alameda High School,50005
Encinal High School,50015
Albany High School,50035
Orange Vista High School,50038
Alhambra High School,50050
Ramona Convent Secondary School,50060
Katella High School,50081
Loara High School,50084
Anaheim High School,50090
Esperanza High School,50093
Fairmont Pvt-Preparatory Academy,50103
Antioch High School,50115
Apple Valley High School,50118
Arcadia High School,50130
Granite Hills High School,50134
Atascadero High School,50165
Menlo Atherton High School,50170
Atwater High School,50172
Buhach Colony High School,50181
Azusa High School,50188
Gladstone High School,50190
Bakersfield High School,50205
Bakersfield Christian High School,50208
Centennial High School,50209
Stockdale High School,50217
Highland High School,50218
Sierra Vista High School,50228
Beaumont High School,50240
Bell High School,50245
Saint John Bosco High School,50260
Portola High School,50266
Benicia High School,50280
Berkeley High School,50290
Elite Open School - Rowland Heights,50304
Girls Academic Leadership Academy,50309
Palo Verde High School,50350
Brawley Union High School,50365
Freedom High School,50372
Liberty High School,50375
Buena Park High School,50378
Acacia Wood School,50381
Providence High School,50402
Viewpoint School,50423
Calexico High School,50425
Calexico Mission School,50426
Adolfo Camarillo High School,50438
AGBU Manoogian-Demirdjian School,50462
Torrey Pines High School,50466
Carmel High School,50475
California Academy of Mathematics and Science,50491
Ceres High School,50525
Whitney Middle High School,50526
Cerritos High School,50527
Chatsworth High School,50528
Maywood Center for Enriched Studies,50551
Chino High School,50555
Ruben S Ayala High School,50563
Don Antonio Lugo High School,50566
Chowchilla Union High School,50570
Bonita Vista High School,50572
Castle Park High School,50573
Eastlake High School,50579
Chula Vista Senior High School,50580
Hilltop High School,50581
Mesa Verde High School,50587
Vivian Webb School,50599
Webb School of California,50600
Otay High School,50602
Clovis High School,50615
Floyd B Buchanan High School,50618
Clovis North High School,50628
Compton Senior High School,50651
Dominguez Senior High School,50652
Carondelet High School,50656
College Park High School,50659
Mount Diablo High School,50660
Northgate High School,50666
Centennial High School,50676
Coronado High School,50680
Costa Mesa High School,50683
Santiago High School,50692
Covina High School,50700
Northview High School,50703
South Hills High School,50704
John Swett High School,50710
Cypress High School,50714
Culver City High School,50715
Richard Gahr High School,50722
San Ramon Valley High School,50725
Monte Vista High School,50727
Diamond Bar High School,50748
Dixon High School,50755
Warren High School,50771
Oxford Academy,50776
Dublin High School,50784
Valhalla High School,50804
El Cajon Valley High School,50805
Central Union High School,50810
Oak Ridge High School,50818
Arroyo High School,50830
El Monte High School,50835
El Segundo High School,50845
Elsinore High School,50855
Pacific Academy,50857
La Costa Canyon High School,50858
Emery Secondary School,50860
San Dieguito Academy,50865
Orange Glen High School,50873
Calvin Christian High School,50876
Escondido High School,50880
San Pasqual High School,50884
Canyon Crest Academy,50893
Summit High School,50897
Quarry Lane School,50903
Fairfield High School,50911
Bella Vista High School,50912
Del Campo High School,50915
Angelo Rodriguez High School,50919
San Lorenzo Valley High School,50927
A B Miller High School,50944
Los Amigos High School,50963
Fountain Valley High School,50964
Irvington High School,50968
James Logan High School,50969
Mission San Jose High School,50970
Bullard High School,50973
American High School,50974
Fremont Christian High School,50978
Edison High School,50980
Clovis West High School,50982
Washington Union High School,51000
Rosary Academy,51007
Sunny Hills High School,51008
Troy High School,51009
Galt High School,51015
Gardena High School,51020
Garden Grove High School,51030
Pacifica High School,51034
Sunnyside High School,51045
Granada Hills Charter High School,51088
Bear River High School,51092
Nevada Union High School,51095
Granite Bay High School,51106
Grossmont High School,51110
Hawthorne Math and Science Academy,51122
Moreau Catholic High School,51156
Healdsburg High School,51160
Hemet High School,51165
Hesperia High School,51168
Hercules High School,51206
The Nueva School,51213
Edison High School,51218
Huntington Beach High School,51220
Leadership Public School Hayward,51231
Montgomery High School,51239
Imperial High School,51240
Mar Vista High School,51242
Mater Dei Catholic High School,51244
Arnold O Beckman High School,51267
Woodbridge High School,51274
Kelseyville High School,51290
Bentley School,51300
Acalanes High School,51315
Laguna Beach High School,51320
La Habra High School,51325
Sonora High School,51327
La Jolla High School,51335
Rim of the World High School,51340
Lakewood High School,51347
Mayfair Middle-High School,51348
Saint Joseph High School,51349
Helix Charter High School,51350
La Mirada High School,51352
Champion School,51354
Antelope Valley High School,51355
Paraclete High School,51356
Nogales High School,51357
Bishop Amat Memorial High School,51362
Laguna Hills High School,51369
Bonita High School,51370
Temescal Canyon High School,51402
Lincoln High School,51405
Lancaster High School,51412
Lindsay High School,51415
Littlerock High School,51418
Granada High School,51423
Livingston High School,51430
Torah High Schools of San Diego,51433
Lompoc High School,51455
Elite Open School - San Jose Campus,51463
David Starr Jordan High School,51465
Robert Millikan High School,51476
Long Beach Polytechnic High School,51480
Lennox Mathematics Science and Technology Academy,51498
Juan Rodriguez Cabrillo High School,51504
Woodrow Wilson High School,51505
Los Alamitos High School,51508
Pinewood School,51512
The King's Academy,51514
Abraham Lincoln High School,51520
Alexander Hamilton High School,51525
Bais Yaakov School For Girls,51533
Belmont High School,51540
Benjamin Franklin High School,51550
Bishop Mora Salesian High School,51554
Brentwood School,51555
Fairfax High School,51590
Immaculate Heart High School And Middle School,51625
The Buckley School,51628
James A Garfield High School,51635
Bright Horizon Academy - Allied Gardens Campus,51636
John Marshall High School,51650
Los Angeles Leadership Academy High School,51660
UCLA Community School,51662
Community Collaborative Virtual - Sage Oak Charter,51664
King Drew Magnet High School Medicine and Science,51672
Loyola High School,51685
Manual Arts Senior High School,51700
Milken Community High School,51727
Notre Dame Academy High School,51730
Rose and Alex Pilibos Armenian School,51758
Susan Miller Dorsey High School,51795
ALLIANCE CINDY & BILL SIMON TECH ACADEMY HIGH SCHL,51804
Orthopaedic Hospital Magnet High School,51811
Thomas Jefferson High School,51815
University High School Charter,51825
Venice High School,51828
Westchester High School,51830
Village Glen West,51849
Edward R Roybal Learning Center,51862
Liberty High School,51881
Mammoth High School,51892
Mira Costa High School,51895
East Union High School,51899
Manteca High School,51900
Paloma Valley High School,51907
Alhambra High School,51915
Mendota High School,51952
Golden Valley High School,51953
Sacred Heart Preparatory School,51955
Trabuco Hills High School,51958
Merced High School,51963
Capistrano Valley High School,51968
Mills High School,51972
El Toro High School,51974
Tamalpais High School,51975
Grace M Davis High School,51983
Thomas Downey High School,52000
Big Valley Christian High School,52021
Joseph A Gregori High School,52031
Oakwood School,52042
Seaside High School,52048
Rancho Verde High School,52056
Valley View High School,52057
Campolindo High School,52058
Mountain View Academy,52065
Saint Francis High School,52077
Napa High School,52085
Sweetwater High School,52105
Newark Memorial High School,52114
Newbury Park High School,52117
William S Hart High School,52120
Corona Del Mar High School,52128
Newport Harbor High School,52130
Campbell Hall,52133
North Hollywood High School,52145
Harvard-Westlake School,52159
Norwalk High School,52167
San Marin High School,52172
Oakdale High School,52175
Bishop O'Dowd High School,52185
School For Independent Learners,52209
Nipomo High School,52211
Life Academy High School,52212
Nuview Bridge Early College High School,52214
Vista Del Lago High School,52216
Oakland High School,52225
Skyline High School,52238
Oakland Technical High School,52240
El Camino High School,52248
Laurel Springs School,52256
Ojai Valley School,52262
Canyon High School,52267
Lutheran High School Orange County,52269
Chaffey High School,52275
El Modena High School,52276
Villa Park High School,52279
Miramonte High School,52282
Casa Roble Fundamental High School,52284
Orosi High School,52290
Oxnard High School,52305
Pacific Grove High School,52310
Palmdale High School,52315
Palm Desert High School,52319
Palm Valley School,52321
The Lawhorn School,52325
Palisades Charter High School,52327
Henry M Gunn High School,52347
Palo Alto Senior High School,52350
Palos Verdes High School,52358
Pacifica High School,52379
Flintridge Sacred Heart Academy,52380
Colony High School,52384
La Salle High School,52392
Mayfield Senior School,52395
Westridge School,52420
Patterson High School,52430
Serrano High School,52437
Perris High School,52440
Saint Vincent De Paul High School,52455
Piedmont High School,52462
Pinole Valley High School,52464
Pittsburg High School,52475
El Dorado High School,52478
Valencia High School,52480
El Dorado High School,52485
Knight High School,52491
Amador Valley High School,52495
Foothill High School,52497
Damien High School,52502
Ganesha High School,52503
Pomona High School,52505
Monache High School,52513
Diamond Ranch High School,52516
City of Knowledge,52518
Poway High School,52533
Rancho Bernardo High School,52536
Village Academy High School,52537
Quartz Hill High School,52543
Rancho Cucamonga High School,52546
Martin Luther King High School,52567
Woodcreek High School,52598
Redondo Union High School,52600
Rocklin High School,52609
Sherman Oaks Center for Enriched Studies,52617
Rialto High School,52629
El Rancho High School,52655
Arlington High School,52658
Riverdale High School,52660
John W North High School,52661
Ramona High School,52670
Woodcrest Christian School,52677
Chadwick School,52680
Rolling Hills Preparatory School,52681
Palos Verdes Peninsula High School,52683
Roseville High School,52690
Glen A Wilson High School,52694
John A Rowland High School,52696
Saint Francis High School,52698
C K McClatchy High School,52705
Jesuit High School,52714
Hiram W Johnson High School,52717
Mira Loma High School,52723
Rio Americano High School,52730
Sacramento Country Day School,52733
Santa Fe Christian School,52741
Notre Dame High School,52748
Salinas High School,52755
West Shores High School,52759
Everett Alvarez High School,52778
San Clemente High School,52814
Academy of Our Lady of Peace,52820
Christian High School,52836
Clairemont High School,52837
Herbert Hoover High School,52850
Mission Bay High School,52860
Patrick Henry High School,52867
Morse High School,52881
University City High School,52887
Junipero Serra High School,52891
Southwest High School,52892
Cathedral Catholic High School,52896
San Fernando High School,52905
Sylmar High School,52908
Abraham Lincoln High School,52910
Balboa High School,52916
Cambridge International Preparatory School,52937
Galileo Academy of Science and Technology,52945
San Diego Jewish Academy,52946
George Washington High School,52950
Lowell High School,52970
Mission High School,52980
Jewish Community High School of the Bay,52984
Westview High School,52986
Los Osos High School,52987
Phillip and Sala Burton Academic High School,52994
Raoul Wallenberg Traditional High School,52999
Sacred Heart Cathedral Preparatory,53005
Magnolia Science Academy - 1 Reseda,53014
High Bluff Academy,53036
San Francisco Christian School,53038
San Gabriel High School,53055
Sanger High School,53065
San Jacinto High School,53070
Gunderson High School,53088
Leland High School,53091
Notre Dame High School,53095
Silver Creek High School,53100
Santa Teresa High School,53106
Saint Margaret's Episcopal School,53112
San Leandro High School,53120
Arroyo High School,53125
Mission College Preparatory Catholic High School,53140
Saddleback Valley Christian School,53144
San Luis Obispo High School,53145
Tesoro High School,53149
Evergreen Valley High School,53169
San Mateo High School,53175
San Pedro High School,53195
San Domenico School,53205
San Diego High School of Business Leaders,53209
San Rafael High School,53222
California High School,53229
Terra Linda High School,53231
Foothill High School,53234
Valley High School,53243
Calvary Chapel High School,53251
Laguna Blanca School,53255
San Marcos High School,53272
Adrian C Wilcox High School,53276
Santa Clara High School,53280
Harbor High School,53293
Santa Fe High School,53300
Saint Monica Catholic High School,53310
Windward School,53323
Saugus High School,53336
Canyon High School,53341
Santana High School,53342
Shafter High School,53360
Notre Dame High School,53370
Santa Susana High School,53372
Ponderosa High School,53373
Royal High School,53379
Simi Valley High School,53380
West Hills High School,53381
Grace Brethren High School,53383
South El Monte High School,53404
Edison Senior High School,53420
Lincoln High School,53430
Moreno Valley High School,53459
Lynbrook High School,53463
Monta Vista High School,53466
Francis Polytechnic Senior High School,53467
Village Christian High School,53468
Developing Virtue Secondary School,53483
Templeton High School,53500
La Reina Middle High School,53501
Westlake High School,53503
Tomales High School,53510
Carson High School,53515
West High School,53521
South High School,53522
Torrance High School,53523
Vermont Christian School,53527
Vanden High School,53533
Chaparral High School,53539
Verdugo Hills High School,53545
Tulare Union High School,53550
Soledad High School,53557
Tustin High School,53570
Ukiah High School,53580
Western Christian Schools,53585
Valencia High School,53608
Birmingham Community High School,53615
Sonoma Academy,53626
San Ysidro High School,53628
Van Nuys High School,53635
John Pitman High School,53644
Ventura High School,53655
Rancho Buena Vista High School,53668
Walnut High School,53676
Silverado High School,53682
Berean Christian High School,53683
Saint Francis High School Salesian College Prep,53716
La Quinta High School,53737
River City High School,53740
Oaks Christian School,53746
Harbor Teacher Preparatory Academy,53747
California High School,53755
La Serna High School,53756
Whittier High School,53765
Willows High School,53780
Phineas Banning High School,53785
Woodlake High School,53795
El Camino Real Charter High School,53801
William Howard Taft High School,53806
Woodside High School,53808
Yucaipa High School,53820
Mare Island Technical Academy High School,53833
Aspire Benjamin Holt College Preparatory Academy,53843
Wilmer Amina Carter High School,53855
West Ranch High School,53864
Golden Valley High School,53871
Great Oak High School,53880
Kearny School of Science Connections and Technology,53900
University Preparatory School,53912
River Valley High School,53964
Oakland Military Institute College Preparatory Academy,53972
Citrus Hill High School,53978
Alliance Gertz-Ressler High School,53983
Lakeside High School,53995
Maywood Academy High School,53998
International Studies Learning Center,54028
Robert Fulton College Preparatory School,54030
James Enochs High School,54043
Champs,54046
Maranatha Christian Schools,54056
Eastside High School,54060
Olympian High School,54072
Eleanor Roosevelt High School,54078
Panorama High School,54081
Alliance Judy Ivie Burton Technology Academy High School,54088
Heritage High School,54141
Scout from University of California,54149
Godinez Fundamental High School,54150
Patriot High School,54159
Los Angeles High School of the Arts,54162
Vista del Lago High School,54166
Helen Bernstein High School,54249
Antelope High School,54250
Oakland Charter High School,54303
Liberty Charter High School,54304
Citrus Valley High School,54331
Shadow Hills High School,54345
Mission Vista High School,54347
Murrieta Mesa High School,54357
Alliance Leichtman-Levine Environmental Science High School,54360
Christopher High School,54364
Felicitas and Gonzalo Mendez High School,54381
Los Angeles Academy of Arts and Enterprise,54387
American Canyon High School,54406
Riverside Virtual School,54407
Coliseum College Prep Academy,54412
Inspire School of Arts and Sciences,54416
Rancho Christian High School,54418
Magnolia Science Academy-Santa Ana,54474
Magnolia Science Academy 2,54475
"Architecture, Construction and Engineering Charter High School",54495
Magnolia Science Academy 3,54510
Fremont Academy Of Engineering and Design,54523
PUC Triumph Charter Academy and High School,54532
PUC Early College Academy For Leaders And Scholars,54541
Cesar E Chavez Learning Academy:  Social Justice Humanitas Academy,54542
SLO Classical Academy High School,54566
Academies Education & Empowerment At Carson High School,54617
STEM Academy Of Hollywood,54624
Ofarrell Community Charter School,54629
Crawford High School,54630
Academies of the Antelope Valley,54659
Huntington Park Institute Of Applied Medicine,54667
Horizon Prep School,54669
Hillcrest High School,54677
Ambassador High School,54687
El Capitan High School,54697
Lps Oakland R&D Campus,54704
E3 Civic High,54723
Ernest Mcbride Senior High School,54725
Legend College Preparatory,54732
Public Safety Academy-Fairfield Suisun,54757
Western Center Academy,54764
Math And Science College Preparatory,54767
Madison Park Business & Arts Academy,54768
BASIS Independent Silicon Valley,54776
STEM Academy of Boyle Heights,54780
Riverside STEM Academy,54784
Mountain House High School,54813
Pacifica Christan Hs-Orange County,54827
Phillip J Patino School of Entrepreneurship,54849
STEM3 Academy,54853
Soteric Academy,54854
Compton Early College High School,54865
University Prep Value High School,54891
East Bay Innovation Academy,54970
Dsst-Cole High School,60013
Northfield High School,60014
Alamosa High School,60025
Arvada West High School,60057
Overland High School,60076
Rangeview High School,60077
Basalt High School,60080
Grandview High School,60081
Regis Jesuit High School: Girls Division,60082
Berthoud High School,60095
Fairview High School,60118
Monarch High School,60130
Summit County High School,60135
Brighton High School,60145
Buena Vista High School,60155
Jefferson Academy Secondary School,60161
Legacy High School,60163
Castle View High School,60193
Canon City Senior High School,60200
Roaring Fork High School,60210
Douglas County High School,60225
Cedaredge High School,60230
Mesa Ridge High School,60259
Cheyenne Mountain High School,60268
Colorado Springs School,60271
Coronado High School,60273
Harrison High School,60285
Sierra High School,60293
Saint Mary's High School,60295
Montezuma-Cortez High School,60305
Conifer High School,60311
Sand Creek High School,60314
Moffat County High School,60315
Delta High School,60365
Abraham Lincoln High School,60367
Colorado Academy,60393
Holy Family High School,60415
North High School,60428
Northglenn High School,60429
Regis Jesuit High School: Boys Division,60435
Denver Jewish Day School,60436
South High School,60455
Thomas Jefferson High School,60457
Durango High School,60475
KIPP Denver Collegiate High School,60492
Vail Christian High School,60499
Elizabeth High School,60510
Girls Athletic Leadership School,60513
Denver School of Innovation and Sustainable Design,60517
Englewood High School,60525
Kent Denver School,60530
Erie High School,60545
Estes Park High School,60550
West Leadership Academy,60553
Strive Prep-Excel,60554
Evergreen Senior High School,60560
Poudre High School,60587
Ridgeview Classical School,60598
The Denver School of Science and Technology,60604
Fountain-Fort Carson High School,60615
Fruita Monument High School,60630
Glenwood Springs High School,60665
Central High School,60690
Grand Junction High School,60695
Northridge High School,60711
Frontier Academy,60717
Eagle Valley High School,60725
STEM School Highlands Ranch,60741
Highlands Ranch High School,60742
Mountain Vista High School,60747
Rock Canyon High School,60748
Ignacio High School,60795
Prairie View High School,60796
Centaurus High School,60865
Green Mountain High School,60883
Lake City Community School,60894
Columbine High School,60927
Heritage High School,60929
Longmont High School,60935
Niwot High School,60937
Skyline High School,60938
Loveland High School,60950
Silver Creek High School,60953
Mead High School,60962
Manitou Springs High School,60970
Sargent High School,61030
Montrose High School,61035
Palmer Ridge High School,61041
Olathe High School,61095
Paonia Senior High School,61145
Salida High School,61250
Telluride Middle High School,61350
Stargate Charter School,61365
Vail Mountain School,61384
Custer County High School,61435
Mountain Range High School,61437
Windsor High School,61470
Woodland Park High School,61475
Avon High School,70008
Woodland Regional High School,70014
Bethel High School,70025
Bloomfield High School,70030
Bolton High School,70038
Central High School,70055
Information Technology & Software Engineering High School,70073
Parish Hill Junior Senior High School,70093
Cheshire High School,70100
Cromwell High School,70118
Danbury High School,70120
East Granby High School,70163
East Hartford High School,70170
East Lyme High School,70177
Fairfield Warde High School,70186
Fairfield Ludlowe High School,70187
Glastonbury High School,70215
Granby Memorial High School,70217
Brunswick School,70219
Convent of the Sacred Heart,70220
Greenwich Academy,70235
Greenwich High School,70240
Marine Science Magnet High School,70252
Hrtfd Magnet Trinity College Academy,70274
Capital Preparatory Magnet School,70284
Bulkeley High School,70285
Global Communications Academy Ib,70290
Sport and Medical Sciences Academy,70291
Achievement First Hartford High School,70297
Pathways Academy of Technology & Design,70304
Hartford Public High School Engineering and Green Technology Academy,70311
Journalism and Media Academy,70312
Rham High School,70323
Haddam-Killingworth High School,70324
Griswold High School,70325
Kent School,70330
Lyman Memorial High School,70340
Ledyard High School,70342
Howell Cheney Technical High School,70375
Manchester High School,70380
Francis T Maloney High School,70382
Mercy High School,70398
Middletown High School,70400
"Academy of Our Lady of Mercy, Lauralton Hall",70415
Jonathan Law High School,70423
Joseph A Foran High School,70424
Robert E Fitch Senior High School,70435
E C Goodwin Technical High School,70445
New Canaan High School,70465
Academy of Aerospace and Engineering,70471
Hopkins School,70490
James Hillhouse High School,70495
Wilbur Cross High School,70520
Emmanuel Christian Academy,70522
Newington High School,70525
New Milford High School,70545
Newtown High School,70550
North Haven High School,70570
Norwalk High School,70580
Montville High School,70599
Plainville High School,70610
Portland High School,70620
Joel Barlow High School,70638
Ellington High School,70643
Rockville High School,70645
Salisbury School,70655
Shelton High School,70665
Simsbury High School,70675
Southington High School,70690
Brien McMahon High School,70698
South Windsor High School,70700
Academy of Information Technology and Engineering (AITE),70707
King School,70720
Links Academy,70728
The Spire School,70729
Stamford High School,70750
Westhill High School,70751
Masuk High School,70753
Stratford High School,70755
Bunnell High School,70756
Thomaston High School,70775
Marianapolis Preparatory School,70780
Enfield High School,70790
Trumbull High School,70800
Farmington High School,70805
Lewis S Mills High School,70807
Crosby High School,70835
W F Kaynor Technical High School,70855
Watertown High School,70882
Conard High School,70887
Hall High School,70900
West Haven High School,70910
Staples High School,70920
Wethersfield High School,70925
Oxford High School,70929
The Academy of Science and Innovation,70949
Windsor High School,70950
The Gilbert School,70960
Amity Regional High School,70965
Woodstock Academy,70975
Caravel Academy,80002
Caesar Rodney High School,80005
First State Military Academy,80006
Odyssey Charter School,80009
Sussex Academy,80053
Cape Henlopen High School,80080
Middletown High School,80092
Appoquinimink High School,80094
Milford Senior High School,80100
MOT Charter School,80102
Newark High School,80115
William Penn High School,80125
Newark Charter Junior/Senior High School,80126
Design Thinking Academy,80127
Alexis I Dupont High School,80155
Mount Pleasant High School,80180
Saint Elizabeth High School,80190
Ursuline Academy,80210
Wilmington Christian School,80213
Conrad Schools Of Science,80228
Anacostia High School,90005
District of Columbia International School,90012
Washington Leadership Academy,90056
Francis L Cardozo High School,90075
Howard D Woodson Senior High School,90086
Model Secondary School for the Deaf,90127
KIPP DC: College Preparatory,90184
Washington Latin Public Charter School,90196
Woodrow Wilson High School,90230
Apopka High School,100035
Score Academy Boca Raton,100046
Auburndale Senior High School,100055
Clewiston Christian School,100058
Avon Park High School,100060
Braden River High School,100083
Boynton Beach Community High School,100119
Olympic Heights Community High School,100122
Saint John Paul II Academy,100123
Saint Andrew's School,100132
Spanish River Community High School,100136
Bayshore High School,100141
Saint Stephens Episcopal School,100148
Flagler Palm Coast High School,100185
West Boca Raton Community High School,100194
South Sumter High School,100195
Ida S Baker High School,100204
Mariner High School,100217
Celebration High School,100228
Pinecrest Preparatory Academy Charter High School,100233
East Ridge High School,100247
Calvary Christian High School,100248
North Broward Preparatory School,100249
Palm Harbor University High School,100254
Avant Garde Academy of Broward,100263
Cooper City High School,100286
Coral Gables Senior High School,100289
Coral Springs High School,100299
J P Taravella High School,100301
Crescent City Junior Senior High School,100315
Atlantic Technical High School,100324
Monarch High School,100328
Dixie County High School,100330
William T McFatter Technical High School,100344
NSU University School,100347
Mainland High School,100355
Deerfield Beach High School,100380
Divine Savior Academy,100413
Atlantic Community High School,100420
American Heritage School Boca-Delray,100426
Lake Region High School,100436
Satellite High School,100440
Eustis High School,100445
Lake Brantley High School,100466
Saint Thomas Aquinas High School,100475
Western High School,100476
Hollywood Hills High School,100478
Boyd H Anderson High School,100479
Dillard High School,100480
Fort Lauderdale High School,100490
Westminster Academy,100492
Northeast High School,100494
Pine Crest School,100495
Nova High School,100496
Plantation High School,100497
Stranahan High School,100498
Bishop Verot High School,100508
Cypress Lake High School,100509
Riverdale High School,100510
Fort Myers High School,100515
Fort Pierce Westwood High School,100521
Freeport High School,100538
W Travis Loften High School,100542
F W Buchholz High School,100543
Eastside High School,100544
Clay High School,100585
Dunbar High School,100594
Calvary Christian Academy,100602
South Fort Myers High School,100609
Gulf Breeze High School,100618
Hialeah High School,100662
South Broward High School,100690
Sheridan Hills Christian School,100691
South Dade Senior High School,100700
Citrus High School,100720
Allen D Nease High School,100729
Andrew Jackson Senior High School,100730
A Philip Randolph Academies of Technology,100734
Bishop Kenny High School,100740
First Coast High School,100741
Bolles School,100745
Terry Parker High School,100758
Episcopal School of Jacksonville,100761
Mandarin High School,100769
Stanton College Preparatory School,100775
Jean Ribault Senior High School,100783
Sandalwood Senior High School,100787
Trinity Christian Academy,100788
William M Raines High School,100796
Samuel W Wolfson Senior High School,100799
