School Code,School Name,City,State,
30690,Poston Butte High School,Queen Creek,AZ,
30696,Campo Verde High School,Gilbert,AZ,
30728,BASIS Flagstaff,Flagstaff,AZ,
30742,BASIS Phoenix,Phoenix,AZ,
30743,BASIS Tucson North,Tucson,AZ,
30750,BASIS Mesa,Mesa,AZ,
30762,BASIS Prescott,Prescott,AZ,
40035,Arkadelphia High School,Arkadelphia,AR,
40090,Augusta High School,Augusta,AR,
40175,Bentonville High School,Bentonville,AR,
40460,Clarksville High School,Clarksville,AR,
40490,Conway High School,Conway,AR,
40660,Dumas High School,Dumas,AR,
40690,El Dorado High School,El Dorado,AR,
40770,Fayetteville High School,Fayetteville,AR,
40837,Southside High School,Ft Smith,AR,
40935,Greenbrier High School,Greenbrier,AR,
40995,Hamburg High School,Hamburg,AR,
41148,"Arkansas School for Mathematics, Science and the Arts",Hot Springs,AR,
41270,The Academies at Jonesboro High School,Jonesboro,AR,
41422,Central High School,Little Rock,AR,
41444,Pulaski Academy,Little Rock,AR,
41486,Lisa Academy,Little Rock,AR,
41860,North Little Rock High School,North Little Rock,AR,
42147,Har-Ber High School,Springdale,AR,
42165,Rogers High School,Rogers,AR,
42168,Rogers Heritage High School,Rogers,AR,
42171,Rogers New Technology High School,Rogers,AR,
42268,Lisa Academy North,North Little Rock,AR,
42315,Springdale Senior High School,Springdale,AR,
42337,Star City High School,Star City,AR,
42762,Haas Hall Academy - Fayetteville,Fayetteville,AR,
50003,Agoura High School,Agoura Hills,CA,
50005,Alameda High School,Alameda,CA,
50006,Oak Park High School,Oak Park,CA,
50035,Albany High School,Albany,CA,
50055,Mark Keppel High School,Alhambra,CA,
50077,Alta Loma High School,Alta Loma,CA,
50088,Servite High School,Anaheim,CA,
50103,Fairmont Pvt-Preparatory Academy,Anaheim,CA,
50109,Deer Valley High School,Antioch,CA,
50118,Apple Valley High School,Apple Valley,CA,
50130,Arcadia High School,Arcadia,CA,
50130,Arcadia High School,Arcadia,CA,
50135,Arcata High School,Arcata,CA,
50150,Arroyo Grande High School,Arroyo Grande,CA,
50155,Artesia High School,Lakewood,CA,
50170,Menlo Atherton High School,Atherton,CA,
50215,Garces Memorial High School,Bakersfield,CA,
50270,Carlmont High School,Belmont,CA,
50285,The Head-Royce School,Oakland,CA,
50290,Berkeley High School,Berkeley,CA,
50320,Beverly Hills High School,Beverly Hills,CA,
50348,Bloomington High School,Bloomington,CA,
50370,Brea Olinda High School,Brea,CA,
50385,Burbank Senior High School,Burbank,CA,
50386,Heritage High School,Brentwood,CA,
50388,Scout from University of California,Santa Clara,CA,
50410,Burlingame High School,Burlingame,CA,
50415,Mercy High School,Burlingame,CA,
50421,Calabasas High School,Calabasas,CA,
50423,Viewpoint School,Calabasas,CA,
50425,Calexico High School,Calexico,CA,
50438,Adolfo Camarillo High School,Camarillo,CA,
50466,Torrey Pines High School,San Diego,CA,
50471,Carlsbad Seaside Academy,Carlsbad,CA,
50472,Carlsbad High School,Carlsbad,CA,
50475,Carmel High School,Carmel,CA,
50481,Victory Christian Schools,Carmichael,CA,
50500,Castro Valley High School,Castro Valley,CA,
50500,Castro Valley High School,Castro Valley,CA,
50526,Whitney Middle High School,Cerritos,CA,
50527,Cerritos High School,Cerritos,CA,
50528,Chatsworth High School,Chatsworth,CA,
50573,Castle Park High School,Chula Vista,CA,
50628,Clovis North High School,Fresno,CA,
50658,Clayton Valley Charter High School,Concord,CA,
50659,College Park High School,Pleasant Hill,CA,
50666,Northgate High School,Walnut Creek,CA,
50676,Centennial High School,Corona,CA,
50692,Santiago High School,Corona,CA,
50693,Charter Oak High School,Covina,CA,
50715,Culver City High School,Culver City,CA,
50718,Cupertino High School,Cupertino,CA,
50718,Cupertino High School,Cupertino,CA,
50725,San Ramon Valley High School,Danville,CA,
50727,Monte Vista High School,Danville,CA,
50727,Monte Vista High School,Danville,CA,
50729,Dana Hills High School,Dana Point,CA,
50748,Diamond Bar High School,Diamond Bar,CA,
50755,Dixon High School,Dixon,CA,
50771,Warren High School,Downey,CA,
50776,Oxford Academy,Cypress,CA,
50784,Dublin High School,Dublin,CA,
50791,Eastside College Preparatory School,East Palo Alto,CA,
50810,Central Union High School,El Centro,CA,
50818,Oak Ridge High School,El Dorado Hills,CA,
50837,Mountain View High School,El Monte,CA,
50855,Elsinore High School,Wildomar,CA,
50858,La Costa Canyon High School,Carlsbad,CA,
50865,San Dieguito Academy,Encinitas,CA,
50867,Crespi Carmelite High School,Encino,CA,
50883,San Marcos High School,San Marcos,CA,
50884,San Pasqual High School,Escondido,CA,
50888,Etiwanda High School,Etiwanda,CA,
50893,Canyon Crest Academy,San Diego,CA,
50893,Canyon Crest Academy,San Diego,CA,
50893,Canyon Crest Academy,San Diego,CA,
50964,Fountain Valley High School,Fountain Valley,CA,
50968,Irvington High School,Fremont,CA,
50969,James Logan High School,Union City,CA,
50970,Mission San Jose High School,Fremont,CA,
50972,Washington High School,Fremont,CA,
50974,American High School,Fremont,CA,
50975,Central High School East and West,Fresno,CA,
50980,Edison High School,Fresno,CA,
50990,San Joaquin Memorial High School,Fresno,CA,
51000,Washington Union High School,Fresno,CA,
51008,Sunny Hills High School,Fullerton,CA,
51009,Troy High School,Fullerton,CA,
51009,Troy High School,Fullerton,CA,
51009,Troy High School,Fullerton,CA,
51030,Garden Grove High School,Garden Grove,CA,
51034,Pacifica High School,Garden Grove,CA,
51040,Gilroy High School,Gilroy,CA,
51045,Sunnyside High School,Fresno,CA,
51055,Glendale Adventist Academy,Glendale,CA,
51058,Ribet Academy,Los Angeles,CA,
51070,Glendora High School,Glendora,CA,
51088,Granada Hills Charter High School,Granada Hills,CA,
51088,Granada Hills Charter High School,Granada Hills,CA,
51095,Nevada Union High School,Grass Valley,CA,
51110,Grossmont High School,El Cajon,CA,
51156,Moreau Catholic High School,Hayward,CA,
51160,Healdsburg High School,Healdsburg,CA,
51165,Hemet High School,Hemet,CA,
51218,Edison High School,Huntington Beach,CA,
51220,Huntington Beach High School,Huntington Beach,CA,
51220,Huntington Beach High School,Huntington Beach,CA,
51221,Marina High School,Huntington Beach,CA,
51224,Ocean View High School,Huntington Beach,CA,
51240,Imperial High School,Imperial,CA,
51267,Arnold O Beckman High School,Irvine,CA,
51271,Irvine High School,Irvine,CA,
51274,Woodbridge High School,Irvine,CA,
51283,Northwood High School,Irvine,CA,
51300,Bentley School,Lafayette,CA,
51301,Clark Magnet High School,La Crescenta,CA,
51311,Saint Francis High School,La Canada,CA,
51312,La Canada High School,La Canada,CA,
51312,La Canada High School,La Canada,CA,
51313,Crescenta Valley High School,La Crescenta,CA,
51315,Acalanes High School,Lafayette,CA,
51324,Aliso Niguel High School,Aliso Viejo,CA,
51333,La Jolla Country Day School,La Jolla,CA,
51335,La Jolla High School,La Jolla,CA,
51346,El Capitan High School,Lakeside,CA,
51348,Mayfair Middle-High School,Lakewood,CA,
51350,Helix Charter High School,La Mesa,CA,
51352,La Mirada High School,La Mirada,CA,
51361,Redwood High School,Larkspur,CA,
51378,Bethel Christian High School,Lancaster,CA,
51423,Granada High School,Livermore,CA,
51425,Livermore High School,Livermore,CA,
51440,Tokay High School,Lodi,CA,
51441,Lodi High School,Lodi,CA,
51465,David Starr Jordan High School,Long Beach,CA,
51476,Robert Millikan High School,Long Beach,CA,
51480,Long Beach Polytechnic High School,Long Beach,CA,
51498,Lennox Mathematics Science and Technology Academy,Lennox,CA,
51508,Los Alamitos High School,Los Alamitos,CA,
51510,Los Altos High School,Los Altos,CA,
51520,Abraham Lincoln High School,Los Angeles,CA,
51541,Livermore Valley Charter Preparatory High School,Livermore,CA,
51550,Benjamin Franklin High School,Los Angeles,CA,
51555,Brentwood School,Los Angeles,CA,
51561,Los Angeles Center For Enriched Studies,Los Angeles,CA,
51565,Chaminade College Preparatory,West Hills,CA,
51576,Downtown Magnets High School,Los Angeles,CA,
51580,Eagle Rock High School,Los Angeles,CA,
51580,Eagle Rock High School,Los Angeles,CA,
51590,Fairfax High School,Los Angeles,CA,
51628,The Buckley School,Sherman Oaks,CA,
51635,James A Garfield High School,Los Angeles,CA,
51652,LAUSD/USC Media Arts and Engineering Magnet,Los Angeles,CA,
51672,King Drew Magnet High School Medicine and Science,Los Angeles,CA,
51680,Los Angeles Senior High School,Los Angeles,CA,
51680,Los Angeles Senior High School,Los Angeles,CA,
51685,Loyola High School,Los Angeles,CA,
51710,Marlborough School,Los Angeles,CA,
51727,Milken Community High School,Los Angeles,CA,
51792,Shalhevet High School,Los Angeles,CA,
51825,University High School,Los Angeles,CA,
51855,Los Gatos High School,Los Gatos,CA,
51855,Los Gatos High School,Los Gatos,CA,
51862,Edward R Roybal Learning Center,Los Angeles,CA,
51895,Mira Costa High School,Manhattan Beach,CA,
51895,Mira Costa High School,Manhattan Beach,CA,
51900,Manteca High School,Manteca,CA,
51950,Mendocino High School,Mendocino,CA,
51955,Sacred Heart Preparatory School,Atherton,CA,
51960,Menlo School,Atherton,CA,
51960,Menlo School,Atherton,CA,
51966,Halstrom Academy - Mission Viejo,Laguna Hills,CA,
51968,Capistrano Valley High School,Mission Viejo,CA,
51972,Mills High School,Millbrae,CA,
51975,Tamalpais High School,Mill Valley,CA,
51976,Piedmont Hills High School,San Jose,CA,
51984,University High School,Irvine,CA,
51986,Fred C Beyer High School,Modesto,CA,
52015,Monrovia High School,Monrovia,CA,
52018,Montclair High School,Montclair,CA,
52042,Oakwood School,Morgan Hill,CA,
52056,Rancho Verde High School,Moreno Valley,CA,
52058,Campolindo High School,Moraga,CA,
52060,Live Oak High School,Morgan Hill,CA,
52075,Mountain View High School,Mountain View,CA,
52077,Saint Francis High School,Mountain View,CA,
52088,Vintage High School,Napa,CA,
52105,Sweetwater High School,National City,CA,
52117,Newbury Park High School,Newbury Park,CA,
52120,William S Hart High School,Newhall,CA,
52124,Sage Hill School,Newport Beach,CA,
52128,Corona Del Mar High School,Newport Beach,CA,
52129,Norco High School,Norco,CA,
52130,Newport Harbor High School,Newport Beach,CA,
52133,Campbell Hall,North Hollywood,CA,
52145,North Hollywood High School,North Hollywood,CA,
52146,Oakwood School,North Hollywood,CA,
52159,Harvard-Westlake School,Studio City,CA,
52159,Harvard-Westlake School,Studio City,CA,
52159,Harvard-Westlake School,Studio City,CA,
52185,Bishop O'Dowd High School,Oakland,CA,
52191,California Crosspoint High School,Hayward,CA,
52192,College Preparatory School,Oakland,CA,
52209,School For Independent Learners,Los Altos,CA,
52240,Oakland Technical High School,Oakland,CA,
52240,Oakland Technical High School,Oakland,CA,
52249,Oceanside High School,Oceanside,CA,
52256,Laurel Springs School,Ojai,CA,
52262,Ojai Valley School,Ojai,CA,
52265,Thacher School,Ojai,CA,
52267,Canyon High School,Anaheim,CA,
52276,El Modena High School,Orange,CA,
52282,Miramonte High School,Orinda,CA,
52290,Orosi High School,Orosi,CA,
52310,Pacific Grove High School,Pacific Grove,CA,
52315,Palmdale High School,Palmdale,CA,
52327,Palisades Charter High School,Pacific Palisades,CA,
52327,Palisades Charter High School,Pacific Palisades,CA,
52347,Henry M Gunn High School,Palo Alto,CA,
52350,Palo Alto Senior High School,Palo Alto,CA,
52358,Palos Verdes High School,Palos Verdes Estates,CA,
52365,Paramount High School,Paramount,CA,
52379,Pacifica High School,Oxnard,CA,
52402,Polytechnic School,Pasadena,CA,
52420,Westridge School,Pasadena,CA,
52448,Casa Grande High School,Petaluma,CA,
52462,Piedmont High School,Piedmont,CA,
52464,Pinole Valley High School,Pinole,CA,
52475,Pittsburg High School,Pittsburg,CA,
52480,Valencia High School,Placentia,CA,
52491,Knight High School,Palmdale,CA,
52495,Amador Valley High School,Pleasanton,CA,
52497,Foothill High School,Pleasanton,CA,
52502,Damien High School,La Verne,CA,
52518,City of Knowledge,Pomona,CA,
52518,City of Knowledge,Pomona,CA,
52518,City of Knowledge,Pomona,CA,
52527,Woodside Priory School,Portola Valley,CA,
52533,Poway High School,Poway,CA,
52536,Rancho Bernardo High School,San Diego,CA,
52541,Highland High School,Palmdale,CA,
52541,Highland High School,Palmdale,CA,
52546,Rancho Cucamonga High School,Rancho Cucamonga,CA,
52563,Santa Margarita Catholic High School,Rancho Santa Margarita,CA,
52585,Shasta High School,Redding,CA,
52600,Redondo Union High School,Redondo Beach,CA,
52609,Rocklin High School,Rocklin,CA,
52618,Cleveland High School,Reseda,CA,
52618,Cleveland High School,Reseda,CA,
52653,Armenian Mesrobian High School,Pico Rivera,CA,
52665,Poly High School,Riverside,CA,
52680,Chadwick School,Palos Verdes Peninsula,CA,
52683,Palos Verdes Peninsula High School,Rolling Hills Estates,CA,
52683,Palos Verdes Peninsula High School,Rolling Hills Estates,CA,
52690,Roseville High School,Roseville,CA,
52697,Christian Brothers High School,SACRAMENTO,CA,
52733,Sacramento Country Day School,Sacramento,CA,
52755,Salinas High School,Salinas,CA,
52770,Sir Francis Drake High School,San Anselmo,CA,
52774,Redlands Christian School,Redlands,CA,
52814,San Clemente High School,San Clemente,CA,
52834,Scripps Ranch High School,San Diego,CA,
52843,Francis Parker School,San Diego,CA,
52862,Mt Carmel High School,San Diego,CA,
52867,Patrick Henry High School,San Diego,CA,
52896,Cathedral Catholic High School,San Diego,CA,
52905,San Fernando High School,San Fernando,CA,
52905,San Fernando High School,San Fernando,CA,
52935,Convent Of Sacred Heart High School,San Francisco,CA,
52937,Cambridge International Preparatory School,San Francisco,CA,
52937,Cambridge International Preparatory School,San Francisco,CA,
52937,Cambridge International Preparatory School,San Francisco,CA,
52945,Galileo Academy of Science and Technology,San Francisco,CA,
52950,George Washington High School,San Francisco,CA,
52970,Lowell High School,San Francisco,CA,
52984,Jewish Community High School of the Bay,San Francisco,CA,
52986,Westview High School,San Diego,CA,
52987,Los Osos High School,Rancho Cucamonga,CA,
52999,Raoul Wallenberg Traditional High School,San Francisco,CA,
53010,Saint Ignatius College Preparatory School,San Francisco,CA,
53014,Magnolia Science Academy - 1 Reseda,Reseda,CA,
53029,Stuart Hall High School,San Francisco,CA,
53038,San Francisco Christian School,San Francisco,CA,
53039,San Francisco University High School,San Francisco,CA,
53053,Don Bosco Technical Institute,Rosemead,CA,
53062,Gabrielino High School,San Gabriel,CA,
53075,Abraham Lincoln High School,San Jose,CA,
53078,Archbishop Mitty High School,San Jose,CA,
53080,Bellarmine College Preparatory,San Jose,CA,
53080,Bellarmine College Preparatory,San Jose,CA,
53087,Independence High School,San Jose,CA,
53092,Leigh High School,San Jose,CA,
53095,Notre Dame High School,San Jose,CA,
53096,Pioneer High School,San Jose,CA,
53097,Presentation High School,San Jose,CA,
53099,Oak Grove High School,San Jose,CA,
53100,Silver Creek High School,San Jose,CA,
53103,Westmont High School,Campbell,CA,
53105,Willow Glen High School,San Jose,CA,
53106,Santa Teresa High School,San Jose,CA,
53112,Saint Margaret's Episcopal School,San Juan Capistrano,CA,
53120,San Leandro High School,San Leandro,CA,
53125,Arroyo High School,San Lorenzo,CA,
53125,Arroyo High School,San Lorenzo,CA,
53142,The Harker School,San Jose,CA,
53142,The Harker School,San Jose,CA,
53142,The Harker School,San Jose,CA,
53145,San Luis Obispo High School,San Luis Obispo,CA,
53149,Tesoro High School,Rancho Santa Margarita,CA,
53158,San Marino High School,San Marino,CA,
53163,Aragon High School,San Mateo,CA,
53163,Aragon High School,San Mateo,CA,
53165,Hillsdale High School,San Mateo,CA,
53169,Evergreen Valley High School,San Jose,CA,
53173,Kehillah Jewish High School,Palo Alto,CA,
53175,San Mateo High School,San Mateo,CA,
53180,Junipero Serra High School,San Mateo,CA,
53215,Marin Catholic High School,Kentfield,CA,
53218,Dougherty Valley High School,San Ramon,CA,
53229,California High School,San Ramon,CA,
53231,Terra Linda High School,San Rafael,CA,
53234,Foothill High School,Santa Ana,CA,
53244,Anacapa High School,Santa Barbara,CA,
53249,Century High School,Santa Ana,CA,
53252,Dos Pueblos High School,Goleta,CA,
53269,Merit Academy Education of Excellence,Soquel,CA,
53270,Pacific Collegiate School,Santa Cruz,CA,
53270,Pacific Collegiate School,Santa Cruz,CA,
53272,San Marcos High School,Santa Barbara,CA,
53275,Santa Barbara Senior High School,Santa Barbara,CA,
53275,Santa Barbara Senior High School,Santa Barbara,CA,
53276,Adrian C Wilcox High School,Santa Clara,CA,
53323,Windward School,Los Angeles,CA,
53341,Canyon High School,Canyon Country,CA,
53343,Saratoga High School,Saratoga,CA,
53343,Saratoga High School,Saratoga,CA,
53344,Prospect High School,Saratoga,CA,
53345,Analy High School,Sebastopol,CA,
53372,Santa Susana High School,Simi Valley,CA,
53372,Santa Susana High School,Simi Valley,CA,
53379,Royal High School,Simi Valley,CA,
53380,Simi Valley High School,Simi Valley,CA,
53410,South Pasadena High School,South Pasadena,CA,
53413,El Camino High School,South San Francisco,CA,
53415,South San Francisco High School,South San Francisco,CA,
53430,Lincoln High School,Stockton,CA,
53460,Fremont High School,Sunnyvale,CA,
53462,Homestead High School,Cupertino,CA,
53463,Lynbrook High School,San Jose,CA,
53463,Lynbrook High School,San Jose,CA,
53466,Monta Vista High School,Cupertino,CA,
53466,Monta Vista High School,Cupertino,CA,
53467,Francis Polytechnic Senior High School,Sun Valley,CA,
53483,Developing Virtue Secondary School,Ukiah,CA,
53495,Temple City High School,Temple City,CA,
53499,Temecula Valley High School,Temecula,CA,
53500,Templeton High School,Templeton,CA,
53502,Thousand Oaks High School,Thousand Oaks,CA,
53502,Thousand Oaks High School,Thousand Oaks,CA,
53503,Westlake High School,Westlake Village,CA,
53512,Bishop Montgomery High School,Torrance,CA,
53522,South High School,Torrance,CA,
53525,Tracy Joint Union High School,Tracy,CA,
53533,Vanden High School,Fairfield,CA,
53539,Chaparral High School,Temecula,CA,
53540,Tahoe Truckee High School,Truckee,CA,
53545,Verdugo Hills High School,Tujunga,CA,
53557,Soledad High School,Soledad,CA,
53565,Turlock High School,Turlock,CA,
53586,Upland High School,Upland,CA,
53595,Vaca High School,VACAVILLE,CA,
53595,Vaca High School,VACAVILLE,CA,
53604,Saint Patrick-Saint Vincent High School,Vallejo,CA,
53644,John Pitman High School,Turlock,CA,
53655,Ventura High School,Ventura,CA,
53655,Ventura High School,Ventura,CA,
53670,Mount Whitney High School,Visalia,CA,
53676,Walnut High School,Walnut,CA,
53680,Las Lomas High School,Walnut Creek,CA,
53682,Silverado High School,Victorville,CA,
53737,La Quinta High School,Westminster,CA,
53738,West Covina High School,West Covina,CA,
53740,River City High School,West Sacramento,CA,
53787,Windsor High School,Windsor,CA,
53801,El Camino Real Charter High School,Woodland Hills,CA,
53808,Woodside High School,Woodside,CA,
53820,Yucaipa High School,Yucaipa,CA,
53864,West Ranch High School,Valencia,CA,
53878,Summit Preparatory Charter High School,Redwood City,CA,
53880,Great Oak High School,Temecula,CA,
53880,Great Oak High School,Temecula,CA,
53906,Ann Sobrato High School,Morgan Hill,CA,
53978,Citrus Hill High School,PERRIS,CA,
53983,Alliance Gertz-Ressler High School,Los Angeles,CA,
54025,New Designs Charter School,Los Angeles,CA,
54038,Sierra Canyon School,Chatsworth,CA,
54056,Maranatha Christian Schools,SAN DIEGO,CA,
54092,Connections Academy at Capistrano,San Juan Capistrano,CA,
54127,Stanford Online High School,Stanford,CA,
54134,"Lydian Academy, LLC",Menlo Park,CA,
54139,Central California Connections Academy,VISALIA,CA,
54141,Heritage High School,Romoland,CA,
54150,Godinez Fundamental High School,Santa Ana,CA,
54164,Tilden Preparatory School at School for Independent Learners,Albany,CA,
54181,San Juan Hills High School,San Juan Capistrano,CA,
54194,Classical Academy High School,Escondido,CA,
54225,West Adams Preparatory High School,Los Angeles,CA,
54242,Independence High School,Bakersfield,CA,
54245,University Preparatory Academy,San Jose,CA,
54255,Impact Academy of Arts and Technology,Hayward,CA,
54301,Bay Area Technology School- BayTech,Oakland,CA,
54321,Yorba Linda High School,Yorba Linda,CA,
54351,Del Norte High School,San Diego,CA,
54364,Christopher High School,Gilroy,CA,
54407,Riverside Virtual School,Riverside,CA,
54412,Coliseum College Prep Academy,Oakland,CA,
54414,Harmony Magnet Academy,Strathmore,CA,
54429,Everest Public High School,Redwood City,CA,
54475,Magnolia Science Academy 2,Van Nuys,CA,
54554,Pacific Academy - Irvine,Irvine,CA,
54606,Grand Terrace High School,Grand Terrace,CA,
54621,Summit Public School-Ranier,San Jose,CA,
54643,Connections Academy - Ripon,Ripon,CA,
54732,Legend College Preparatory,Cupertino,CA,
54732,Legend College Preparatory,Cupertino,CA,
54732,Legend College Preparatory,Cupertino,CA,
54776,BASIS Independent Silicon Valley,San Jose,CA,
54776,BASIS Independent Silicon Valley,San Jose,CA,
54786,California Connections Academy - North Bay,Ripon,CA,
54801,Halstrom Academy-Pasadena,Pasadena,CA,
54815,Summit Public School-Shasta,Daly City,CA,
54820,American University Preparatory School,Los Angeles,CA,
54853,STEM3 Academy,Valley Glen,CA,
60051,Ralston Valley High School,Arvada,CO,
60066,Eaglecrest High School,Centennial,CO,
60076,Overland High School,Aurora,CO,
60081,Grandview High School,Aurora,CO,
60086,Cherokee Trail High School,Aurora,CO,
60115,Boulder High School,Boulder,CO,
60118,Fairview High School,Boulder,CO,
60118,Fairview High School,Boulder,CO,
60118,Fairview High School,Boulder,CO,
60118,Fairview High School,Boulder,CO,
60130,Monarch High School,Louisville,CO,
60161,Jefferson Academy Secondary School,Broomfield,CO,
60169,Prospect Ridge Academy,Broomfield,CO,
60193,Castle View High School,Castle Rock,CO,
60219,Colorado Connections Academy at Durango,Durango,CO,
60244,Discovery Canyon Campus High School,Colorado Springs,CO,
60275,Fountain Valley School,Colorado Springs,CO,
60316,Pine Creek High School,Colorado Springs,CO,
60319,James Irwin Charter High School,Colorado Springs,CO,
60393,Colorado Academy,Denver,CO,
60400,East High School,Denver,CO,
60413,George Washington High School,Denver,CO,
60429,Northglenn High School,Northglenn,CO,
60455,South High School,Denver,CO,
60515,Cherry Creek High School,Greenwood Village,CO,
60530,Kent Denver School,Englewood,CO,
60541,Colorado Connections Academy,ENGLEWOOD ,CO,
60588,Rocky Mountain High School,Fort Collins,CO,
60590,Fort Collins High School,Fort Collins,CO,
60598,Ridgeview Classical School,Fort Collins,CO,
60600,J K Mullen High School,Denver,CO,
60607,Liberty Common High School,Fort Collins,CO,
60630,Fruita Monument High School,Fruita,CO,
60665,Glenwood Springs High School,Glenwood Springs,CO,
60671,D'Evelyn Junior Senior High School,Denver,CO,
60700,Grand Valley High School,Parachute,CO,
60741,STEM School Highlands Ranch,Highlands Ranch,CO,
60747,Mountain Vista High School,Highlands Ranch,CO,
60748,Rock Canyon High School,Littleton,CO,
60749,Valor Christian High School,Highlands Ranch,CO,
60867,Dawson School,Lafayette,CO,
60869,Peak to Peak Charter School,Lafayette,CO,
60883,Green Mountain High School,Lakewood,CO,
60885,Lakewood High School,Lakewood,CO,
60897,Warren Occupational Technical Center,Lakewood,CO,
60929,Heritage High School,Littleton,CO,
60931,Collegiate Academy of Colorado,Littleton,CO,
60935,Longmont High School,Longmont,CO,
60937,Niwot High School,Niwot,CO,
60959,Resurrection Christian School,Loveland,CO,
61010,Battle Mountain High School,Edwards,CO,
61040,Lewis Palmer High School,Monument,CO,
61043,Bear Creek High School,Lakewood,CO,
61159,Legend High School,Parker,CO,
61190,Centennial High School,Pueblo,CO,
61205,Pueblo County High School,Pueblo,CO,
61207,South High School,Pueblo,CO,
61310,Steamboat Springs High School,Steamboat Springs,CO,
61384,Vail Mountain School,Vail,CO,
70000,Ansonia High School,Ansonia,CT,
70008,Avon High School,Avon,CT,
70008,Avon High School,Avon,CT,
70010,Avon Old Farms School,Avon,CT,
70020,Berlin High School,Berlin,CT,
70020,Berlin High School,Berlin,CT,
70055,Central High School,Bridgeport,CT,
70073,Information Technology & Software Engineering High School,Bridgeport,CT,
70076,Bristol Eastern High School,Bristol,CT,
