school_id,school_code,SCHNAME,City,Zip,State
51266001025,42315,Springdale Senior High School,Springdale,727644246,AR
51266001118,42147,Har-Ber High School,Springdale,727620701,AR
51266001633,40003,Springdale School of Innovation,Springdale,72764,AR
51296001055,42365,Stuttgart High School,Stuttgart,721607008,AR
51308001066,41950,Greene County Technical High School,Paragould,724508833,AR
51311001068,42403,Arkansas High School,Texarkana,718544522,AR
51338001095,41272,Valley View High School,Jonesboro,72404,AR
51368001122,42565,Waldron High School,Waldron,729588395,AR
51404001147,41065,West Side High School,Greers Ferry,720679402,AR
51414001156,42045,White Hall High School,White Hall,716029618,AR
60001302405,52609,Rocklin High School,Rocklin,957654988,CA
60001405093,51187,Sultana High School,Hesperia,923456597,CA
60001409072,51168,Hesperia High School,Hesperia,923452900,CA
60001609086,53586,Upland High School,Upland,917864660,CA
60001708297,50134,Granite Hills High School,Apple Valley,923074305,CA
60001709098,50118,Apple Valley High School,Apple Valley,923087699,CA
60001909273,50784,Dublin High School,Dublin,945681656,CA
60002009279,52497,Foothill High School,Pleasanton,945889720,CA
60002009282,52495,Amador Valley High School,Pleasanton,945666176,CA
60002200395,51952,Mendota High School,Mendota,936402667,CA
60002506328,51895,Mira Costa High School,Manhattan Bch,902666968,CA
60002709489,50855,Elsinore High School,Wildomar,925958153,CA
60002710280,51402,Temescal Canyon High School,Lake Elsinore,925321912,CA
60002711036,53995,Lakeside High School,Lake Elsinore,925307802,CA
60002807222,53539,Chaparral High School,Temecula,925917348,CA
60002811038,53880,Great Oak High School,Temecula,925921283,CA
60002912289,54357,Murrieta Mesa High School,Murrieta,925629018,CA
60003206330,52600,Redondo Union High School,Redondo Beach,902772976,CA
60004005120,52660,Riverdale High School,Riverdale,936560726,CA
60004402140,51160,Healdsburg High School,Healdsburg,954483499,CA
60004712372,54375,John C Kimball High School,Tracy,953777216,CA
60006204231,52175,Oakdale High School,Oakdale,953613739,CA
60006404879,52513,Monache High School,Porterville,932571302,CA
60006810542,51881,Liberty High School,Madera,936368405,CA
60015310929,50050,Alhambra High School,Alhambra,918013795,CA
60015310930,50055,Mark Keppel High School,Alhambra,918015716,CA
60015310931,53055,San Gabriel High School,San Gabriel,917762398,CA
60015811503,53644,John Pitman High School,Turlock,953829509,CA
60015811505,53565,Turlock High School,Turlock,953804299,CA
60141013692,54813,Mountain House High School,Mtn House,953911353,CA
60141406017,53252,Dos Pueblos High School,Goleta,931171399,CA
60141406029,53272,San Marcos High School,Santa Barbara,931101998,CA
60141406031,53275,Santa Barbara Senior High School,Santa Barbara,931032399,CA
60141506864,51000,Washington Union High School,Fresno,937066099,CA
60141806996,53795,Woodlake High School,Woodlake,932861298,CA
60162000002,50155,Artesia High School,Lakewood,907151516,CA
60162000010,50527,Cerritos High School,Cerritos,907038452,CA
60162000014,50722,Richard Gahr High School,Cerritos,907032599,CA
60162000029,50526,Whitney Middle High School,Cerritos,907031244,CA
60165000032,51315,Acalanes High School,Lafayette,945492623,CA
60165000033,52058,Campolindo High School,Moraga,945562499,CA
60165000035,53680,Las Lomas High School,Walnut Creek,945965383,CA
60165000036,52282,Miramonte High School,Orinda,945634399,CA
60177000041,50005,Alameda High School,Alameda,945014412,CA
60177000045,50015,Encinal High School,Alameda,945013246,CA
60186000059,50035,Albany High School,Albany,947061498,CA
60201011819,54139,Central California Connections Academy,VISALIA,932779476,CA
60263000172,50714,Cypress High School,Cypress,906303994,CA
60263000176,50081,Katella High School,Anaheim,928064999,CA
60263000180,50084,Loara High School,Anaheim,928046197,CA
60263007580,50776,Oxford Academy,Cypress,906302921,CA
60267000193,53345,Analy High School,Sebastopol,954723492,CA
60282000203,51355,Antelope Valley High School,Lancaster,935352501,CA
60282000205,52315,Palmdale High School,Palmdale,935505499,CA
60282000206,52543,Quartz Hill High School,Quartz Hill,935364502,CA
60282004582,51412,Lancaster High School,Lancaster,935367099,CA
60282009516,51418,Littlerock High School,Littlerock,935434136,CA
60282010823,54060,Eastside High School,Lancaster,935355827,CA
60282011346,52491,Knight High School,Palmdale,935524800,CA
60282013154,54659,Academies of the Antelope Valley,Lancaster,935364540,CA
60285000207,50115,Antioch High School,Antioch,945091500,CA
60297000223,50130,Arcadia High School,Arcadia,910076958,CA
60303000238,50135,Arcata High School,Arcata,955215741,CA
60330000247,50165,Atascadero High School,Atascadero,934224189,CA
60360000268,50188,Azusa High School,Azusa,917023733,CA
60360000273,50190,Gladstone High School,Covina,917221296,CA
60369000338,50228,Sierra Vista High School,Baldwin Park,917063897,CA
60444000402,51348,Mayfair Middle-High School,Lakewood,907131199,CA
60462000422,50280,Benicia High School,Benicia,945102499,CA
60474000432,50290,Berkeley High School,Berkeley,947041463,CA
60483000471,50320,Beverly Hills High School,Beverly Hills,902123698,CA
60561000505,51370,Bonita High School,La Verne,917504099,CA
60582000524,50365,Brawley Union High School,Brawley,922271690,CA
60588000529,50370,Brea Olinda High School,Brea,928217402,CA
60645000563,50385,Burbank Senior High School,Burbank,915021091,CA
60690000634,50425,Calexico High School,Calexico,922312596,CA
60723000673,53344,Prospect High School,Saratoga,950703499,CA
60723000676,53103,Westmont High School,Campbell,950085725,CA
60723008122,53092,Leigh High School,San Jose,951245699,CA
60723008350,53082,Branham High School,San Jose,951182201,CA
60744000685,51968,Capistrano Valley High School,Mission Viejo,926923999,CA
60744000689,50729,Dana Hills High School,Dana Point,926291899,CA
60744000701,52814,San Clemente High School,San Clemente,926735682,CA
60744002328,51324,Aliso Niguel High School,Aliso Viejo,926563385,CA
60744008750,53149,Tesoro High School,Rcho Sta Marg,926886503,CA
60744010983,54092,Connections Academy at Capistrano,San Juan Capistrano,926754842,CA
60744011854,54181,San Juan Hills High School,San Juan Capo,926753602,CA
60750000709,50472,Carlsbad High School,Carlsbad,920082785,CA
60753000718,50475,Carmel High School,Carmel,93923,CA
60780000742,50500,Castro Valley High School,Castro Valley,945463400,CA
60792007515,51431,Lawndale High School,Lawndale,902601251,CA
60801000771,50810,Central Union High School,El Centro,922433199,CA
60813000785,50525,Ceres High School,Ceres,953072502,CA
60816000790,50077,Alta Loma High School,Alta Loma,917015504,CA
60816000791,52275,Chaffey High School,Ontario,917621997,CA
60816001122,52546,Rancho Cucamonga High School,Rch Cucamonga,917018715,CA
60816008807,50888,Etiwanda High School,Etiwanda,917392043,CA
60816010605,52987,Los Osos High School,Rch Cucamonga,917377709,CA
60816010606,52384,Colony High School,Ontario,917612603,CA
60819000801,50693,Charter Oak High School,Covina,917241651,CA
60837012539,54416,Inspire School of Arts and Sciences,Chico,959264580,CA
60846000835,50555,Chino High School,Chino,917104268,CA
60846000838,50566,Don Antonio Lugo High School,Chino,917104999,CA
60846009757,50563,Ruben S Ayala High School,Chino Hills,917091607,CA
60855000852,50570,Chowchilla Union High School,Chowchilla,936103199,CA
60903000367,50618,Floyd B Buchanan High School,Clovis,936197600,CA
60903000904,50615,Clovis High School,Clovis,936112099,CA
60903000906,50982,Clovis West High School,Fresno,937201899,CA
60903011855,50628,Clovis North High School,Fresno,937305400,CA
60907007685,52759,West Shores High School,Salton City,92275,CA
60939000944,50348,Bloomington High School,Bloomington,923162599,CA
60939000946,50640,Colton High School,Colton,923242285,CA
60939012987,54606,Grand Terrace High School,Grand Terrace,923135810,CA
60962000978,50652,Dominguez Senior High School,Compton,902213199,CA
60962013944,54865,Compton Early College High School,Compton,902222004,CA
60964001020,52117,Newbury Park High School,Newbury Park,913203714,CA
60964001024,53502,Thousand Oaks High School,Thousand Oaks,913603198,CA
60964001031,53503,Westlake High School,Westlake Vlg,913623802,CA
60985001061,52129,Norco High School,Norco,928602798,CA
60985004959,50692,Santiago High School,Corona,928810996,CA
60985009532,50676,Centennial High School,Corona,928813228,CA
60985011709,54078,Eleanor Roosevelt High School,Eastvale,928804019,CA
60987001071,50680,Coronado High School,Coronado,921182197,CA
61005001093,50700,Covina High School,Covina,917232999,CA
61005001102,50703,Northview High School,Covina,917223145,CA
61005001105,50704,South Hills High School,West Covina,917912943,CA
61026001116,50715,Culver City High School,Culver City,902304182,CA
61035001159,52290,Orosi High School,Orosi,936472008,CA
61111008819,52319,Palm Desert High School,Palm Desert,922603101,CA
61111012319,54345,Shadow Hills High School,Indio,922039482,CA
61128001251,50755,Dixon High School,Dixon,956209301,CA
61146001278,50771,Warren High School,Downey,902415199,CA
61182001302,53087,Independence High School,San Jose,95133,CA
61182001304,53094,Mount Pleasant High School,San Jose,951274799,CA
61182001307,51976,Piedmont Hills High School,San Jose,951322497,CA
61182001308,53106,Santa Teresa High School,San Jose,951234796,CA
61182001309,53100,Silver Creek High School,San Jose,951211899,CA
61182001310,53113,Yerba Buena High School,San Jose,951223799,CA
61182010665,53169,Evergreen Valley High School,San Jose,951483122,CA
61207001342,52485,El Dorado High School,Placerville,956674396,CA
61207001344,53373,Ponderosa High School,Shingle Spgs,956829460,CA
61207007279,50818,Oak Ridge High School,El Dorado Hls,957624398,CA
61212000439,53404,South El Monte High School,S El Monte,917334409,CA
61212001363,50830,Arroyo High School,El Monte,917321099,CA
61212001365,50837,Mountain View High School,El Monte,917323695,CA
61218001372,52655,El Rancho High School,Pico Rivera,906603399,CA
61221001388,50845,El Segundo High School,El Segundo,902453000,CA
61263001426,50860,Emery Secondary School,Oakland,946082908,CA
61291001465,50880,Escondido High School,Escondido,920262099,CA
61291001466,50873,Orange Glen High School,Escondido,920274199,CA
61291001467,50884,San Pasqual High School,Escondido,920257699,CA
61291011756,54194,Classical Academy High School,Escondido,920252808,CA
61336001516,50911,Fairfield High School,Fairfield,945331698,CA
61336010429,50919,Angelo Rodriguez High School,Fairfield,945349527,CA
61389001570,50940,Folsom High School,Folsom,956307801,CA
61389011932,54166,Vista del Lago High School,Folsom,956308335,CA
61392010301,50944,A B Miller High School,Fontana,923361400,CA
61392011099,50897,Summit High School,Fontana,923364605,CA
61440001654,50974,American High School,Fremont,945363511,CA
61440001671,50968,Irvington High School,Fremont,945383353,CA
61440001678,50970,Mission San Jose High School,Fremont,945394722,CA
61440001692,50972,Washington High School,Fremont,945366031,CA
61443001695,50718,Cupertino High School,Cupertino,950143495,CA
61443001696,53460,Fremont High School,Sunnyvale,940872535,CA
61443001697,53462,Homestead High School,Cupertino,950140292,CA
61443001698,53463,Lynbrook High School,San Jose,951294199,CA
61443001699,53466,Monta Vista High School,Cupertino,950144055,CA
61455001711,50973,Bullard High School,Fresno,937041983,CA
61455001723,50980,Edison High School,Fresno,937063790,CA
61455007963,51045,Sunnyside High School,Fresno,937274889,CA
61455013893,54849,Phillip J Patino School of Entrepreneurship,Fresno,937032119,CA
61476001809,50378,Buena Park High School,Buena Park,906213799,CA
61476001811,51325,La Habra High School,La Habra,906313799,CA
61476001814,51327,Sonora High School,La Habra,906315772,CA
61476001815,51008,Sunny Hills High School,Fullerton,928332235,CA
61476001816,51009,Troy High School,Fullerton,928313034,CA
61482001821,51015,Galt High School,Galt,956321720,CA
61488001844,51030,Garden Grove High School,Garden Grove,928405399,CA
61488001854,53737,La Quinta High School,Westminster,926837098,CA
61488001858,50963,Los Amigos High School,Fountain Vly,927082499,CA
61488001868,51034,Pacifica High School,Garden Grove,928452297,CA
61518001911,51040,Gilroy High School,Gilroy,950206399,CA
61518012264,54364,Christopher High School,Gilroy,950209324,CA
61524001923,51313,Crescenta Valley High School,La Crescenta,912143495,CA
61524007518,51301,Clark Magnet High School,La Crescenta,912141841,CA
61527001953,51070,Glendora High School,Glendora,917413024,CA
61623002018,50805,El Cajon Valley High School,El Cajon,920216289,CA
61623002022,51110,Grossmont High School,El Cajon,920205664,CA
61623002023,51350,Helix Charter High School,La Mesa,919420592,CA
61623002026,53342,Santana High School,Santee,920711999,CA
61623002028,50804,Valhalla High School,El Cajon,920193743,CA
61623009141,53381,West Hills High School,Santee,920712046,CA
61632502053,51360,Los Altos High School,Hacienda Hts,917452799,CA
61632502072,52694,Glen A Wilson High School,Hacienda Hts,917453099,CA
61668011295,51122,Hawthorne Math and Science Academy,Hawthorne,902503819,CA
61674011849,54255,Impact Academy of Arts and Technology,Hayward,945453451,CA
61692002154,51165,Hemet High School,Hemet,925447598,CA
61692012464,54764,Western Center Academy,Hemet,925439706,CA
61806002226,51218,Edison High School,Huntingtn Bch,926466306,CA
61806002228,50964,Fountain Valley High School,Fountain Vly,927084598,CA
61806002230,51220,Huntington Beach High School,Huntingtn Bch,926482705,CA
61806002232,51221,Marina High School,Huntingtn Bch,926491797,CA
61806002233,51224,Ocean View High School,Huntingtn Bch,926475417,CA
61806002234,53739,Westminster High School,Westminster,926834999,CA
61821002243,51240,Imperial High School,Imperial,922511498,CA
61926012095,54159,Patriot High School,Jurupa Valley,925093455,CA
61954002041,50209,Centennial High School,Bakersfield,933123957,CA
61954002340,50205,Bakersfield High School,Bakersfield,933015173,CA
61954002345,50218,Highland High School,Bakersfield,933062899,CA
61954002352,53360,Shafter High School,Shafter,932631899,CA
61954007994,50196,Liberty High School,Bakersfield,933124683,CA
61954010223,50217,Stockdale High School,Bakersfield,933119791,CA
61954012132,54242,Independence High School,Bakersfield,933119752,CA
62013002408,51312,La Canada High School,La Canada,910113797,CA
62037002454,51320,Laguna Beach High School,Laguna Beach,926512396,CA
62100002518,50003,Agoura High School,Agoura Hills,913013396,CA
62100002519,50421,Calabasas High School,Calabasas,913022099,CA
62160002573,50375,Liberty High School,Brentwood,945131195,CA
62160005726,50372,Freedom High School,Oakley,945613843,CA
62160010755,50386,Heritage High School,Brentwood,945134604,CA
62169002579,53430,Lincoln High School,Stockton,952072498,CA
62187002595,51415,Lindsay High School,Lindsay,932479711,CA
62211002626,51423,Granada High School,Livermore,945504099,CA
62211002630,51425,Livermore High School,Livermore,945503298,CA
62223002665,51440,Tokay High School,Lodi,952406699,CA
62223011341,53843,Aspire Benjamin Holt College Preparatory Academy,Stockton,952123110,CA
62241002684,51455,Lompoc High School,Lompoc,934364498,CA
62250002728,51465,David Starr Jordan High School,Long Beach,908052304,CA
62250002733,51347,Lakewood High School,Lakewood,907132598,CA
62250002745,51476,Robert Millikan High School,Long Beach,908151499,CA
62250002751,51480,Long Beach Polytechnic High School,Long Beach,908132017,CA
62250005870,51504,Juan Rodriguez Cabrillo High School,Long Beach,908104068,CA
62250009901,50491,California Academy of Mathematics and Science,Carson,907470001,CA
62250013105,54725,Ernest Mcbride Senior High School,Long Beach,908082319,CA
62259007304,51508,Los Alamitos High School,Los Alamitos,907202485,CA
62271002838,53785,Phineas Banning High School,Wilmington,907441599,CA
62271002844,50245,Bell High School,Bell,902012594,CA
62271002857,53615,Birmingham Community High School,Van Nuys,914065420,CA
62271002899,53515,Carson High School,Carson,907454599,CA
62271002916,50528,Chatsworth High School,Chatsworth,913113153,CA
62271002977,53801,El Camino Real Charter High School,Woodland Hls,913675949,CA
62271002998,51590,Fairfax High School,Los Angeles,900467287,CA
62271003020,53467,Francis Polytechnic Senior High School,Sun Valley,913523723,CA
62271003021,51550,Benjamin Franklin High School,Los Angeles,900422491,CA
62271003029,54030,Robert Fulton College Preparatory School,Van Nuys,914051722,CA
62271003034,51020,Gardena High School,Gardena,902483398,CA
62271003037,51635,James A Garfield High School,Los Angeles,900223209,CA
62271003050,51088,Granada Hills Charter High School,Granada Hills,913445999,CA
62271003064,51525,Alexander Hamilton High School,Los Angeles,900343197,CA
62271003088,51615,Hollywood High School,Los Angeles,900287096,CA
62271003106,51815,Thomas Jefferson High School,Los Angeles,900113399,CA
62271003139,51520,Abraham Lincoln High School,Los Angeles,900312893,CA
62271003151,51680,Los Angeles Senior High School,Los Angeles,900191898,CA
62271003163,51700,Manual Arts Senior High School,Los Angeles,900371918,CA
62271003171,51650,John Marshall High School,Los Angeles,900273207,CA
62271003230,52145,North Hollywood High School,N Hollywood,916013097,CA
62271003325,52905,San Fernando High School,San Fernando,913404497,CA
62271003330,53195,San Pedro High School,San Pedro,907313999,CA
62271003385,52908,Sylmar High School,Sylmar,913424299,CA
62271003387,53806,William Howard Taft High School,Woodland Hills,913642548,CA
62271003413,51825,University High School Charter,Los Angeles,900251499,CA
62271003424,53635,Van Nuys High School,Van Nuys,914111599,CA
62271003429,51828,Venice High School,Los Angeles,900663589,CA
62271003430,53545,Verdugo Hills High School,Tujunga,910421798,CA
62271004593,52327,Palisades Charter High School,Pacific Plsds,902723586,CA
62271007757,51576,Downtown Magnets High School,Los Angeles,900121513,CA
62271008887,51561,Los Angeles Center For Enriched Studies,Los Angeles,900354605,CA
62271009150,51672,King Drew Magnet High School Medicine and Science,Los Angeles,90059,CA
62271009151,52617,Sherman Oaks Center for Enriched Studies,Reseda,913356824,CA
62271010844,53747,Harbor Teacher Preparatory Academy,Wilmington,907442311,CA
62271010851,53983,Alliance Gertz-Ressler High School,Los Angeles,900071326,CA
62271010861,51811,Orthopaedic Hospital Magnet High School,Los Angeles,900072612,CA
62271010863,54028,International Studies Learning Center,South Gate,902805332,CA
62271010865,54046,Champs,Van Nuys,914054650,CA
62271010867,54088,Alliance Judy Ivie Burton Technology Academy High School,Los Angeles,900034534,CA
62271010889,53998,Maywood Academy High School,Maywood,902703110,CA
62271011337,51764,Central City Value High School,Los Angeles,900044815,CA
62271011628,54387,Los Angeles Academy of Arts and Enterprise,Los Angeles,900265816,CA
62271011653,54081,Panorama High School,Panorama City,914026009,CA
62271012270,54162,Los Angeles High School of the Arts,Los Angeles,900051943,CA
62271012295,51862,Edward R Roybal Learning Center,Los Angeles,900265816,CA
62271012342,54360,Alliance Leichtman-Levine Environmental Science High School,Los Angeles,900651407,CA
62271012438,54381,Felicitas and Gonzalo Mendez High School,Los Angeles,900332730,CA
62271012524,51662,UCLA Community School,Los Angeles,900052001,CA
62271012567,51804,ALLIANCE CINDY & BILL SIMON TECH ACADEMY HIGH SCHL,Los Angeles,900591236,CA
62271012699,54891,University Prep Value High School,Los Angeles,900065008,CA
62271012812,54532,PUC Triumph Charter Academy and High School,Sylmar,913422110,CA
62271013065,54632,Critical Design And Gaming School at A Hawkins High School,Los Angeles,900445512,CA
62271013084,54767,Math And Science College Preparatory,Los Angeles,900181832,CA
62271013139,54624,STEM Academy Of Hollywood,Hollywood,900288526,CA
62271013173,54667,Huntington Park Institute Of Applied Medicine,Huntington Park,902553521,CA
62271013968,50309,Girls Academic Leadership Academy,Los Angeles,900191839,CA
62271014102,50551,Maywood Center for Enriched Studies,Maywood,902702928,CA
62280003486,51855,Los Gatos High School,Los Gatos,950306917,CA
62280003487,53343,Saratoga High School,Saratoga,950704999,CA
62308003516,50150,Arroyo Grande High School,Arroyo Grande,934203900,CA
62308010656,52211,Nipomo High School,Nipomo,934449086,CA
62316003536,51885,Lynwood High School,Lynwood,902622853,CA
62353003568,51892,Mammoth High School,Mammoth Lakes,935466129,CA
62361003583,51900,Manteca High School,Manteca,953365718,CA
62380011518,54112,South Sutter Charter School,Placerville,95667,CA
62403003612,51915,Alhambra High School,Martinez,945533139,CA
62466003308,51953,Golden Valley High School,Merced,953419516,CA
62466003699,50172,Atwater High School,Atwater,953012199,CA
62466003700,51430,Livingston High School,Livingston,953341298,CA
62466003702,51963,Merced High School,Merced,95344,CA
62466008741,50181,Buhach Colony High School,Atwater,953014592,CA
62475013769,54786,California Connections Academy - North Bay,Livermore,945511784,CA
62515003739,51983,Grace M Davis High School,MODESTO,953502198,CA
62515003744,51985,Modesto High School,Modesto,953513299,CA
62515003753,52000,Thomas Downey High School,Modesto,953554275,CA
62515011812,54043,James Enochs High School,Modesto,953557893,CA
62515012556,52031,Joseph A Gregori High School,Modesto,953569048,CA
62532003780,52015,Monrovia High School,Monrovia,910162517,CA
62553003843,52048,Seaside High School,Seaside,939553145,CA
62580009404,52057,Valley View High School,Moreno Valley,925554504,CA
62580010583,52216,Vista Del Lago High School,Moreno Valley,925511460,CA
62583003877,52060,Live Oak High School,Morgan Hill,950373200,CA
62631003929,51510,Los Altos High School,Los Altos,940222299,CA
62631003930,52075,Mountain View High School,Mountain View,940404598,CA
62637003941,50659,College Park High School,Pleasant Hill,945231899,CA
62637003960,50660,Mount Diablo High School,Concord,945202297,CA
62637003961,50666,Northgate High School,Walnut Creek,945984599,CA
62664004022,52085,Napa High School,Napa,945584931,CA
62664004037,52088,Vintage High School,Napa,945582487,CA
62664012535,54406,American Canyon High School,American Cyn,945031279,CA
62688004064,51095,Nevada Union High School,Grass Valley,959455025,CA
62688008918,51092,Bear River High School,Grass Valley,959498366,CA
62691004072,50969,James Logan High School,Union City,945873321,CA
62706004085,52114,Newark Memorial High School,Newark,945605003,CA
62724004109,52128,Corona Del Mar High School,Newport Beach,926604599,CA
62724004124,52130,Newport Harbor High School,Newport Beach,926635499,CA
62769004172,51352,La Mirada High School,La Mirada,906383197,CA
62769004180,52167,Norwalk High School,Norwalk,906503695,CA
62772004196,52172,San Marin High School,Novato,949451197,CA
62785007253,50006,Oak Park High School,Oak Park,913773904,CA
62805004304,52225,Oakland High School,Oakland,946103965,CA
62805004315,52238,Skyline High School,Oakland,946192425,CA
62805011920,54412,Coliseum College Prep Academy,Oakland,946213506,CA
62805012041,54303,Oakland Charter High School,Oakland,94601,CA
62805013155,54704,Lps Oakland R&D Campus,Oakland,946054037,CA
62805013735,54970,East Bay Innovation Academy,Oakland,946055353,CA
62825004360,52248,El Camino High School,Oceanside,920578399,CA
62865004421,52267,Canyon High School,Anaheim,928073999,CA
62865004425,52276,El Modena High School,Orange,928693599,CA
62865004456,52279,Villa Park High School,Villa Park,928614186,CA
62927004516,50438,Adolfo Camarillo High School,Camarillo,930125199,CA
62927004520,52305,Oxnard High School,Oxnard,930367768,CA
62927010452,52379,Pacifica High School,Oxnard,930368266,CA
62927012465,54495,"Architecture, Construction and Engineering Charter High School",Camarillo,930108500,CA
62927013876,54851,Rancho Campana High School,Camarillo,930102317,CA
62937004530,52310,Pacific Grove High School,Pacific Grove,939504899,CA
62955004569,52320,Palm Springs High School,Palm Springs,922627127,CA
62961004587,52347,Henry M Gunn High School,Palo Alto,943063898,CA
62961004596,52350,Palo Alto Senior High School,Palo Alto,943012379,CA
62964004602,50350,Palo Verde High School,Blythe,922251136,CA
62970010246,52683,Palos Verdes Peninsula High School,Rllng Hls Est,902742300,CA
62970010532,52358,Palos Verdes High School,Pls Vrds Est,902741869,CA
62985004653,52365,Paramount High School,Paramount,907233642,CA
62994004684,52401,Pasadena High School,Pasadena,911071898,CA
63003004703,52430,Patterson High School,Patterson,953632296,CA
63021004712,52440,Perris High School,Perris,925712910,CA
63021004992,51907,Paloma Valley High School,Menifee,925849368,CA
63025004715,52448,Casa Grande High School,Petaluma,949545799,CA
63025004723,52460,Petaluma High School,Petaluma,949522594,CA
63033004731,52462,Piedmont High School,Piedmont,946114087,CA
63060004752,52475,Pittsburg High School,Pittsburg,945653890,CA
63066004757,52478,El Dorado High School,Placentia,928703030,CA
63066004758,50093,Esperanza High School,Anaheim,928071298,CA
63066004773,52480,Valencia High School,Placentia,928704844,CA
63066012429,54321,Yorba Linda High School,Yorba Linda,928868417,CA
63132004840,54523,Fremont Academy Of Engineering and Design,Pomona,917665168,CA
63132004841,52503,Ganesha High School,Pomona,917681299,CA
63132007136,52516,Diamond Ranch High School,Pomona,917664723,CA
63153004890,52862,Mt Carmel High School,San Diego,921292799,CA
63153004893,52533,Poway High School,Poway,920642299,CA
63153010004,52536,Rancho Bernardo High School,San Diego,921284499,CA
63153010632,52986,Westview High School,San Diego,921294465,CA
63153012216,54351,Del Norte High School,San Diego,921274457,CA
63201004923,52575,Red Bluff High School,Red Bluff,960803121,CA
63207004946,52590,Redlands High School,Redlands,923745399,CA
63207012254,54331,Citrus Valley High School,Redlands,923741509,CA
63237001126,52629,Rialto High School,Rialto,923767255,CA
63237011103,53855,Wilmer Amina Carter High School,Rialto,923778446,CA
63255005022,50815,El Cerrito High School,El Cerrito,945303299,CA
63255005052,52464,Pinole Valley High School,Pinole,945641499,CA
63255008691,51206,Hercules High School,Hercules,945471554,CA
63261005074,51340,Rim of the World High School,Lk Arrowhead,923520430,CA
63288013152,54643,Connections Academy - Ripon,Ripon,953669514,CA
63315005131,52658,Arlington High School,Riverside,925035799,CA
63315005154,52661,John W North High School,Riverside,925073479,CA
63315005157,52670,Ramona High School,Riverside,925043627,CA
63315008268,52567,Martin Luther King High School,Riverside,925089459,CA
63315012176,54407,Riverside Virtual School,Riverside,925064424,CA
63363003513,52598,Woodcreek High School,Roseville,957476074,CA
63363005191,52690,Roseville High School,Roseville,956781706,CA
63363006168,51106,Granite Bay High School,Granite Bay,957467194,CA
63363012310,54250,Antelope High School,Antelope,958436037,CA
63375005204,52696,John A Rowland High School,Rowland Hghts,917483999,CA
63384005226,52705,C K McClatchy High School,Sacramento,958184397,CA
63386005296,51974,El Toro High School,Lake Forest,926304299,CA
63386005303,51369,Laguna Hills High School,Laguna Hills,926535395,CA
63386008957,51958,Trabuco Hills High School,Mission Viejo,926911098,CA
63398004694,52778,Everett Alvarez High School,Salinas,939065300,CA
63398005336,52755,Salinas High School,Salinas,939013291,CA
63432002688,52834,Scripps Ranch High School,San Diego,921311126,CA
63432005434,52837,Clairemont High School,San Diego,921175892,CA
63432005479,52867,Patrick Henry High School,San Diego,921203299,CA
63432005482,52850,Herbert Hoover High School,San Diego,921154312,CA
63432005496,51335,La Jolla High School,La Jolla,920376199,CA
63432005522,52860,Mission Bay High School,San Diego,921094898,CA
63432005526,52881,Morse High School,San Diego,921145999,CA
63432007838,52887,University City High School,San Diego,921222498,CA
63432010056,54629,Ofarrell Community Charter School,San Diego,921145620,CA
63432011146,53900,Kearny School of Science Connections and Technology,San Diego,921115743,CA
63432011149,54630,Crawford High School,San Diego,921156023,CA
63432013288,54723,E3 Civic High,San Diego,92101,CA
63438005577,50865,San Dieguito Academy,Encinitas,920243841,CA
63438005579,50466,Torrey Pines High School,San Diego,921301316,CA
63438006516,50858,La Costa Canyon High School,Carlsbad,920098957,CA
63438011396,50893,Canyon Crest Academy,San Diego,921302499,CA
63441005581,52910,Abraham Lincoln High School,San Francisco,941161799,CA
63441005587,52916,Balboa High School,San Francisco,941123236,CA
63441005612,52945,Galileo Academy of Science and Technology,San Francisco,941091004,CA
63441005617,52950,George Washington High School,San Francisco,941212794,CA
63441005643,52970,Lowell High School,San Francisco,941321499,CA
63441005650,52980,Mission High School,San Francisco,941142699,CA
63441007845,52999,Raoul Wallenberg Traditional High School,San Francisco,941153826,CA
63441008189,52994,Phillip and Sala Burton Academic High School,San Francisco,941341829,CA
63442503273,53062,Gabrielino High School,San Gabriel,917763601,CA
63444005694,53070,San Jacinto High School,San Jacinto,925832698,CA
63459005696,53075,Abraham Lincoln High School,San Jose,951262099,CA
63459005716,53088,Gunderson High School,San Jose,951362899,CA
63459005725,53091,Leland High School,San Jose,951202198,CA
63459005732,53096,Pioneer High School,San Jose,951183193,CA
63459005746,53105,Willow Glen High School,San Jose,951253588,CA
63462005756,50912,Bella Vista High School,Fair Oaks,956283896,CA
63462005761,52284,Casa Roble Fundamental High School,Orangevale,956622730,CA
63462005769,50915,Del Campo High School,Fair Oaks,956284499,CA
63462005798,50587,Mesa Verde High School,Citrus Hts,956212000,CA
63462005799,52723,Mira Loma High School,Sacramento,958212897,CA
63462005812,52730,Rio Americano High School,Sacramento,958646199,CA
63468005842,53120,San Leandro High School,San Leandro,945776198,CA
63471005845,53125,Arroyo High School,San Lorenzo,945801407,CA
63474005865,50927,San Lorenzo Valley High School,Felton,950189718,CA
63480005880,53145,San Luis Obispo High School,Sn Luis Obisp,934013060,CA
63486005886,53158,San Marino High School,San Marino,911082295,CA
63498005919,53163,Aragon High School,San Mateo,944023399,CA
63498005920,50410,Burlingame High School,Burlingame,940101904,CA
63498005923,53165,Hillsdale High School,San Mateo,944033800,CA
63498005924,51972,Mills High School,Millbrae,940303099,CA
63498005926,53175,San Mateo High School,San Mateo,944011781,CA
