name,attempts
courseC_artist_loops5b_2020,4
Overworld Chop Trees_2020,4
courseD_maze_ramp4_2020,4
courseD_artist_project2a_2020,4
courseD_bee_nestedLoops9_2020,4
grade2_collector_A_2020,4
courseF_artist_variables3_2020,4
courseC_flappy_events10_2020,4
Underground Iron_2020,4
courseD_maze_intro4_2020,4
courseC_artist_loops4a_2020,4
courseC_artist_loops6a_2020,4
courseD_artist_project5_2020,4
courseB_collector_loops4_2020,3
courseD_artist_binary4_2020,3
courseD_maze_until3_2020,3
courseD_EOC_2020,3
courseD_maze_until5_2020,3
courseC_PlayLab_events_challenge1_2020,3
courseB_artist_loops4_2020,3
courseD_iceage_loops8_2020,3
courseC_maze_debugging9_copy_2020,3
Fish Tank 2-validated_2020,3
courseB_collector_loops1_2020,3
courseA_harvester_seq8_2020,3
courseA_playLab_events6_2020,3
courseB_playlab_events4_2020,3
courseA_collector_loops10_2020,3
Overworld Shear Sheep_2020,3
Fish Tank 5-validated_2020,3
Overworld Place Wall_2020,3
courseA_collector_loops4_2020,3
courseC_maze_programming3_2020,3
courseB_playlab_events6_2020,3
courseF_artist_for4_2020,3
courseD_maze_until10_2020,3
courseC_collector_prog9_2020,3
ramp_artist_loops9_2020,3
courseD_iceage_loops7_2020,3
courseD_artist_binary6_2020,3
courseC_flappy_events7_2020,3
Dance Party 4_2020,3
Virtual Pet 4_2020,3
courseB_iceage_loops8_2020,3
courseF_bee_variables_2_2020,3
courseA_collector_loops2_2020,3
courseB_playlab_events5_2020,3
courseE_farmer_functions1_2020,3
ramp_artist_loops1_2020,3
courseC_starWars_loops11_2020,3
courseD_maze_ramp5d_2020,3
courseD_iceage_loops11_2020,3
courseC_maze_debugging4_2020,3
courseD_maze_until1_2020,3
courseD_maze_until6_2020,3
CourseD_Dance_2020_06,3
courseD_farmer_while1_2020,3
courseD_collector_debugging3a_2020,3
courseD_maze_until4_2020,3
courseA_collector_loops1_2020,3
courseA_collector_loops12_2020,3
Dance Party 7_2020,3
courseA_maze_seq_challenge1_2020,3
courseC_flappy_events6_2020,3
courseC_starWars_loops4_2020,3
courseD_maze_nestedLoops4_2020,3
ramp_artist_loops8_2020,3
courseC_maze_debugging2_2020,3
CourseD_Dance_2020_07,3
courseD_maze_intro5a_2020,3
courseB_starWars_prog11_2020,2
courseC_PlayLab_events5_2020,2
courseC_flappy_events1_2020,2
courseC_maze_debugging1_2020,2
courseA_harvester_seq13_2020,2
courseB_starWars_prog1_2020,2
courseB_collector_loops6_2020,2
courseA_artist_loops11_2020,2
courseB_maze_seq7_2020,2
ramp_artist_loops3_2020,2
courseA_maze_seq13_2020,2
courseA_harvester_loops4_2020,2
courseD_farmer_while5_2020,2
courseC_starWars_loops5_2020,2
courseC_artist_prog2_2020,2
courseB_artist_loops6_2020,2
courseB_collector_loops5_2020,2
courseC_maze_debugging3_2020,2
courseB_collector_loops9_2020,2
courseC_maze_debugging9_2020,2
courseB_artist_loops3_2020,2
courseB_playlab_events2_2020,2
courseC_artist_prog3_2020,2
courseA_collector_loops3_2020,2
courseD_artist_binary1_2020,2
courseA_harvester_loops5_2020,2
courseD_maze_ramp3_2020,2
courseA_harvester_loops3_2020,2
courseA_playLab_events7_2020,2
Dance Party 3_2020,2
courseA_harvester_loops9_2020,2
courseB_playlab_events_challenge1_2020,2
courseB_maze_seq10_2020,2
courseC_collector_prog3_2020,2
courseA_playlab_events_challenge2_2020,2
CourseD_Dance_2020_02,2
courseD_artist_binary7_2020,2
courseA_collector_loops6_2020,2
courseC_flappy_events4_2020,2
courseC_PlayLab_events6_2020,2
courseA_maze_seq12_2020,2
courseB_artist_loops9_2020,2
courseB_playlab_eventsFP_2020,2
courseD_iceage_loops2_2020,2
courseE_farmer_ramp12b_2020,2
courseF_bee_for7_2020,2
courseD_maze_ramp5_2020,2
courseF_artist_variables6_2020,2
courseA_collector_loops11_2020,2
courseA_harvester_seq6_2020,2
courseD_bee_conditionals9_2020,2
courseD_bee_conditionals10_2020,2
courseB_collector_loops8_2020,2
CourseD_EOC_starwars,2
courseA_collector_loops5_2020,2
courseC_flappy_events3_2020,2
courseA_harvester_seq7_2020,2
grade2_collector_10_2020,2
ramp_artist_loops6_2020,2
Fish Tank 3-validated_2020,2
CourseD_Dance_2020_08,2
courseA_harvester_seq1_2020,2
courseB_collector_loops7_2020,2
courseB_collector_loops11_2020,2
courseB_iceage_loops10_2020,2
courseF_artist_for5_2020,2
courseA_collector_loops7_2020,2
courseC19_playLab_EOC2_2020,2
courseC_harvester_loops2_2020,2
courseD_artist_binary3_2020,2
courseD_iceage_loops4_2020,2
courseC_PlayLab_events2_2020,2
Overworld Move to Sheep_2020,2
courseA_maze_seq_challenge2_2020,2
courseA_maze_seq8_2020,2
courseC_harvester_loops1_2020,2
courseA_harvester_seq5_2020,2
courseA_harvester_seq2_2020,2
courseA_collector_loops8_2020,2
courseA_maze_seq10_2020,2
courseC_collector_loops_challenge2_2020,2
courseF_artist_for8_2020,2
courseB_iceage_loops9_2020,2
courseB_maze_seq9_2020,2
courseB_maze_seq12_2020,2
courseC_flappy_events2_2020,2
courseF_bee_for6_2020,2
behaviors 7_2020,2
courseB_artist_loops2_2020,2
courseB_starWars_prog10_2020,2
courseD_maze_ramp1_2020,2
courseA_maze_seq1_2020,2
courseD_farmer_while2_2020,2
courseA_artist_loops10_2020,2
behaviors 2_2020,2
courseC19_playLab_EOC6_2020,2
courseD_artist_nestedLoops1_2020,2
courseE_farmer_ramp11a_2020,2
behaviors 3_2020,2
courseD_bee_conditionals4_2020,2
courseC_flappy_events9_2020,2
courseF_bee_for1_2020,2
Fish Tank 6-validated_2020,2
courseB_artist_loops5_2020,2
courseD_iceage_loops6_2020,2
courseB_starWars_prog6_2020,2
courseD_maze_ramp5a_2020,2
courseC_collector_prog2_2020,2
courseC_maze_programming1_2020,2
courseC_flappy_events5_2020,2
courseC_maze_programming5_2020,2
courseA_artist_loops7_2020,2
courseA_harvester_seq4_2020,2
CourseD_Dance_2020_03,2
courseD_collector_debugging2a_2020,2
courseD_iceage_loops12_2020,2
courseC_multi_maze_programming8_predict1_2018_2019_2020,1
courseA_playLab_events4_2020,1
courseC_PlayLab_eventsFP_2020,1
courseE_video_createFunctions2_2020,1
bb8_loops_C-F_video_2020,1
courseA_maze_ramp3b_2020,1
CourseF_Oceans_Video_Societal_Implications,1
Fish Tank 4-validated_2020,1
behaviors 4 predict_2020,1
courseD_multi_bee_nestedLoops9_predict2_2018_2019_2020,1
courseF_video_forBee_2020,1
courseD_multi_artist_nestedLoops9_predict1_2018_2019_2020,1
coursea_maze_ramp1_2020,1
courseB_Scrat_ramp4a_2020,1
courseB_starWars_prog7_2020,1
DesigningForAccessibilityMarkdownLevel_2019_2020,1
courseF_multi_artist_variables3a_predict1_2018_2019_2020,1
courseB_maze_seq4_2020,1
courseD_bounce_events1s_2020,1
CourseD_Dance_2020_vid2,1
courseD_artist_binary2_2020,1
courseB_iceage_loops7_2020,1
elementary_video_pairProgramming_2020,1
courseE_project_exemplars_2019_2020,1
CourseE_HOC 2018 Level_9b_2020,1
Overworld Chop Tree_2020,1
simconfig_2020,1
csf_be_a_super_digital_citizen,1
courseAB_video_NewIntro_2020,1
courseA_video_events_2020,1
courseC_PlayLab_events7_2020,1
courseD_bounce_events12s_2020,1
courseA_harvester_loops10_2020,1
courseE_video_BeeifElse_2020,1
courseC19_playLab_EOC5_2020,1
courseC_PlayLab_eventsA_2020,1
Virtual Pet 2_2020,1
Begin planning your project_2018_2019_2020,1
HappyMaps-Unplugged_2020,1
CourseD_Dance_2020_vid5,1
Jigsaw_Level_1,1
Virtual Pet 7_2020,1
courseA_harvester_seq10_2020,1
courseB_starWars_prog2_2020,1
scrat_loops_C-F_video_2020,1
courseAB_video_debugging_2020,1
GraphPaperProgramming-Unplugged_2020,1
courseE_prediction_artistFunction1_2018_2019_2020,1
CourseD_Dance_2020_01,1
courseB_maze_seq1_2020,1
courseD_video_whileIntro_2020,1
courseB_collector_loops10_2020,1
MC_HOC_2017_02_Cole_2020,1
Virtual Pet 1_2020,1
courseB_Scrat_ramp2_2020,1
courseB_iceage_loops4_2020,1
simstarter_2020,1
courseB_starWars_prog5_2020,1
csf_password_power-up,1
BinaryImages-Unplugged_2020,1
courseB_playLab_events1_2020,1
blockly,1
Dance Party Predict_2020,1
courseC_starWars_loops1_2020,1
Fish Tank Predict_2020,1
courseA_artist_loops6_2020,1
courseA_video_Loops_2020,1
courseB_iceage_loops12_2020,1
MC_HOC_2017_04POINT5_RYAN_2020,1
courseF_multi_artist_for10_predict1_2018_2019_2020,1
Fish Tank 7-validated_2020,1
courseA_maze_ramp2_2020,1
courseA_maze_seq6_2020,1
CourseD_Dance_2020_09,1
courseB_starWars_prog3_2020,1
courseC_PlayLab_events9_2020,1
CourseE_HOC 2018 Level_7a_2020,1
courseC_multi_starWars_predict1_2018_2019_2020,1
MC_HOC_2017_06_Cole_2020,1
courseC_PlayLab_events3_2020,1
MyRoboticFriends-Unplugged_2020,1
courseD_project_exemplars_2020_2021,1
courseA_harvester_loops5a_2020,1
courseA_playLab_events2_2020,1
courseC_starWars_loops2_2020,1
CourseD_EOC_bounce1,1
CourseE_HOC 2018 Level_10_2020,1
MC_HOC_2017_03_Cole_2020,1
courseC_collector_prog8_2020,1
CourseE_HOC 2018 Level_2_2020,1
Virtual Pet 5_2020,1
MC_HOC_2017_04_Cole_2020,1
behaviors 6_2020,1
courseA_artist_loops4_2020,1
courseE_farmer_ramp12_forswap_2020,1
courseA_harvester_loops2_2020,1
courseD_video_repeatUntil_2020,1
BigEvent-Unplugged_2020,1
CourseF_Oceans_Long,1
courseA_artist_loops5_2020,1
courseD_multi_farmer_while4_predict1_2018_2019_2020,1
courseB_maze_seq5_2020,1
courseC19_playLab_EOC4_2020,1
courseC_video_maze_2020,1
courseE_aboutme_2_2020,1
courseD_multi_maze_until2_predict1_2018_2019_2020,1
CourseD_Dance_2020_vid4,1
courseB_Scrat_ramp3a_2020,1
Songwriting-Unplugged_2020,1
Virtual Pet 6_2020,1
courseA_artist_loops3_2020,1
courseA_maze_seq5_2020,1
courseB_iceage_loops_video_2020,1
courseD_farmer_while3_2020,1
courseA_artist_loops2_2020,1
CourseE_HOC 2018 Level_4_2020,1
courseA_video_loops1_2020,1
courseC_video_collector_2020,1
courseD_maze_until7_2020,1
courseE_aboutme_5_2020,1
Internet-Unplugged_2020,1
TheRightAppMarkdownLevel_2019_2020,1
courseD_multi_bee_conditionals7_predict2_2018_2019_2020,1
MC_HOC_2017_10_RETRY_2020,1
courseB_iceage_loops11_2020,1
courseD_bounce_events10s_2020,1
courseD_video_ramp1_2020,1
MC_HOC_2017_01_RETRY_2020,1
courseD_bounce_events2s_2020,1
GettingLoopy-Unplugged_2020,1
CourseD_Dance_2020_bonus1,1
CourseEF_video_MakeSprite_2020,1
courseB_starWars_prog9_2020,1
courseD_video_debugging_2020,1
BinaryBracelets-Unplugged_2020,1
courseD_multi_bee_nestedLoops2_predict1_2018_2019_2020,1
courseA_harvester_loops11_2020,1
courseA_maze_seq5a_2020,1
CourseE_HOC 2018 Level_8_2020,1
courseA_maze_ramp4a_2020,1
courseC_video_flappyIntro_2020,1
RelayProgramming-Unplugged_2020,1
courseC_multi_starWars_predict2_2018_2019_2020,1
CourseD_Dance_2020_bonus3,1
courseA_maze_ramp3a_2020,1
courseD_bee_conditionalsVidIfElse_2020,1
ramp_video_artistIntro_2020,1
CourseE_HOC 2018 Level_11_2020,1
courseA_harvester_loops1_2020,1
courseA_harvester_seq11_2020,1
courseA_artist_loops9_2020,1
CourseF_Oceans_CreaturesVTrash,1
SimonSays-Unplugged_2020,1
courseB_iceage_loops6_2020,1
CourseD_EOC_dance,1
courseD_video_nestedLoopsArtist_2020,1
courseC_multi_artist_prog6_predict1_2018_2019_2020,1
courseA_harvester_intro_2020,1
CourseF_Oceans_Video_Machine_Learning,1
courseA_harvester_seq9_2020,1
DigitalSharing-Unplugged_2020,1
CourseF_Oceans_Video_Training_Data,1
Virtual Pet 3_2020,1
courseB_maze_seq11_2020,1
courseF_video_forArtist_2020,1
CourseD_Dance_2020_vid3,1
courseA_harvester_loops_video_2020,1
courseD_multi_farmer_condLoops9_predict1_2018_2019_2020,1
CourseE_Project_SpriteLab_2020,1
courseE_aboutme_3_2020,1
csf_digital_trails,1
courseA_maze_seq11_2020,1
CourseF_Oceans_FishVTrash,1
courseF_multi_bee_for3_predict1_2018_2019_2020,1
courseA_harvester_loops7_2020,1
courseA_playLab_events5_2020,1
MoveItMoveIt-Unplugged_2020,1
courseB_video_ArtistIntro_2020,1
courseE_video_StarWarsProject_2020,1
courseD_external_binary1_2018_2019_2020,1
courseC_multi_harvester_loops11_predict1_2018_2019_2020,1
Function intro Ryan_2020,1
courseAB_video_collector_2020,1
courseF_video_artistVariables_2020,1
courseB_collector_loops2_2020,1
courseC_maze_programming2_2020,1
courseD_multi_maze_until10_predict2_2018_2019_2020,1
CourseD_Dance_2020_04,1
PrivatePersonalInformation-Unplugged_2020,1
courseB_maze_seq6_2020,1
courseB_starWars_prog4_2020,1
courseC_PlayLab_eventsA_embed_2020,1
courseC_data wizard_2020,1
courseC_PlayLab_events1_2020,1
behaviors 1 predict_2020,1
CourseF_Oceans_Short,1
PicturingData-Unplugged_2020,1
bb8_skinOverview_C-F_video_2020,1
courseB_iceage_loops2_2020,1
courseC_PlayLab_events8_2020,1
harvester_skinOverview_video_2020,1
behaviors free play_2020,1
courseA_harvester_loops6_2020,1
courseB_maze_seq8_2020,1
csf_putting_a_stop_to_online_meanness,1
Virtual Pet 8_2020,1
courseB_video_artistLoops_2020,1
bb8_skinOverview_K-1_video_2020,1
courseA_maze_ramp5a_2020,1
courseB_Scrat_ramp1_2020,1
courseD_multi_artist_binary8_predict1_2018_2019_2020,1
MC_HOC_2017_FP20x20_2020,1
courseC_video_debugging_2020,1
ramp_video_loopsArtist_2020,1
CourseE_HOC 2018 Level_3_2020,1
grade2_multi_collector_A_predict1_2018_2019_2020,1
MC_HOC_2017_05_Cole_2020,1
courseB_Scrat_ramp5a_2020,1
Overworld Free Play 20x20_2020,1
courseF_project_exemplars_2019_2020,1
courseE_aboutme_6_2020,1
csf_safety_in_my_online_neighborhood,1
courseE_multi_farmer_functions11_predict_2018_2019_2020,1
MC_HOC_2017_Ali_2020,1
courseD_iceage_loops3_2020,1
PowerOfWords-Unplugged_2020,1
courseB_Scrat_ramp3b_2020,1
courseD_bee_conditionalsVid1_2020,1
EnvelopeVariables-Unplugged_2020,1
courseC_multi_maze_debugging8_predict1_2018_2019_2020,1
CourseEF_video_IntroSpriteLab_2020,1
courseB_iceage_loops1_2020,1
courseD_multi_bee_conditionals1_predict1_2018_2019_2020,1
courseF_extras_sim,1
MyLoopyRoboticFriends-Unplugged_2020,1
CourseE_HOC 2018 Level_1_2020,1
MC_HOC_2017_07_Cole_2020,1
courseD_farmer_while4_2020,1
courseD_video_nestedLoops_2020,1
courseD_multi_farmer_while10_predict2_2018_2019_2020,1
courseD_maze_ramp2_2020,1
courseE_aboutme_1_2020,1
CourseE_HOC 2018 Level_6_2020,1
courseA_harvester_seq12_2020,1
courseD_bounce_events11s_2020,1
ForLoopFun-Unplugged_2020,1
CourseD_Dance_2020_10,1
CourseE_HOC 2018 Level_5_2020,1
courseC_video_artist_2020,1
courseA_playLab_events1_2020,1
courseB_iceage_loops3_2020,1
Dance Party Freeplay_2020,1
courseB_collector_loops3_2020,1
CourseD_Dance_2020_vid1,1
courseA_harvester_seq3_2020,1
HappyLoops-Unplugged_2020,1
coursee_prediction_artistfunction2_2018_2019_2020,1
CourseF_Oceans_CreaturesVTrashDemo,1
CourseF_Project_SpriteLab_2020,1
courseA_harvester_loops5b_2020,1
CDEF_video_SpritesInAction_2020,1
ConditionalsWithCards-Unplugged_2020,1
courseD_iceage_loops1_2020,1
