framework,category,standard,description
ccela,L,2.L.6,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy)."
ccela,L,3.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,3.L.1.a,"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences."
ccela,L,3.L.1.b,Form and use regular and irregular plural nouns.
ccela,L,3.L.1.c,"Use abstract nouns (e.g., childhood)."
ccela,L,3.L.1.d,Form and use regular and irregular verbs.
ccela,L,3.L.1.e,"Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses."
ccela,L,3.L.1.f,Ensure subject-verb and pronoun-antecedent agreement.*
ccela,L,3.L.1.g,"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified."
ccela,L,3.L.1.h,Use coordinating and subordinating conjunctions.
ccela,L,3.L.1.i,"Produce simple, compound, and complex sentences."
ccela,L,3.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,3.L.2.a,Capitalize appropriate words in titles.
ccela,L,3.L.2.b,Use commas in addresses.
ccela,L,3.L.2.c,Use commas and quotation marks in dialogue.
ccela,L,3.L.2.d,Form and use possessives.
ccela,L,3.L.2.e,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness)."
ccela,L,3.L.2.f,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words."
ccela,L,3.L.2.g,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings."
ccela,L,3.L.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
ccela,L,3.L.3.a,Choose words and phrases for effect.*
ccela,L,3.L.3.b,Recognize and observe differences between the conventions of spoken and written standard English.
ccela,L,3.L.4,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies."
ccela,L,3.L.4.a,Use sentence-level context as a clue to the meaning of a word or phrase.
ccela,L,3.L.4.b,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat)."
ccela,L,3.L.4.c,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion)."
ccela,L,3.L.4.d,"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases."
ccela,L,3.L.5,"Demonstrate understanding of figurative language, word relationships and nuances in word meanings."
ccela,L,3.L.5.a,"Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps)."
ccela,L,3.L.5.b,"Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful)."
ccela,L,3.L.5.c,"Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered)."
ccela,L,3.L.6,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them)."
ccela,L,4.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,4.L.1.a,"Use relative pronouns (who, whose, whom, which, that) and relative adverbs (where, when, why)."
ccela,L,4.L.1.b,"Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses."
ccela,L,4.L.1.c,"Use modal auxiliaries (e.g., can, may, must) to convey various conditions."
ccela,L,4.L.1.d,"Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag)."
ccela,L,4.L.1.e,Form and use prepositional phrases.
ccela,L,4.L.1.f,"Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons.*"
ccela,L,4.L.1.g,"Correctly use frequently confused words (e.g., to, too, two; there, their).*"
ccela,L,4.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,4.L.2.a,Use correct capitalization.
ccela,L,4.L.2.b,Use commas and quotation marks to mark direct speech and quotations from a text.
ccela,L,4.L.2.c,Use a comma before a coordinating conjunction in a compound sentence.
ccela,L,4.L.2.d,"Spell grade-appropriate words correctly, consulting references as needed."
ccela,L,4.L.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
ccela,L,4.L.3.a,Choose words and phrases to convey ideas precisely.*
ccela,L,4.L.3.b,Choose punctuation for effect.*
ccela,L,4.L.3.c,"Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion)."
ccela,L,4.L.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies."
ccela,L,4.L.4.a,"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase."
ccela,L,4.L.4.b,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph)."
ccela,L,4.L.4.c,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases."
ccela,L,4.L.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
ccela,L,4.L.5.a,"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context."
ccela,L,4.L.5.b,"Recognize and explain the meaning of common idioms, adages, and proverbs."
ccela,L,4.L.5.c,Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).
ccela,L,4.L.6,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g"
ccela,L,5.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,5.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,5.L.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
ccela,L,5.L.3.a,"Expand, combine, and reduce sentences for meaning, reader/listener interest, and style."
ccela,L,5.L.3.b,"Compare and contrast the varieties of English (e.g., dialects, registers) used in stories, dramas, or poems."
ccela,L,5.L.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies."
ccela,L,5.L.4.a,"Use context (e.g., cause/effect relationships and comparisons in text) as a clue to the meaning of a word or phrase."
ccela,L,5.L.4.b,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., photograph, photosynthesis)."
ccela,L,5.L.4.c,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases."
ccela,L,5.L.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
ccela,L,5.L.5.a,"Interpret figurative language, including similes and metaphors, in context."
ccela,L,5.L.5.b,"Recognize and explain the meaning of common idioms, adages, and proverbs."
ccela,L,5.L.5.c,"Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words."
ccela,L,5.L.6,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition)."
ccela,L,6.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,6.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,6.L.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
ccela,L,6.L.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies."
ccela,L,6.L.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
ccela,L,6.L.6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
ccela,L,7.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,7.L.1.a,Explain the function of phrases and clauses in general and their function in specific sentences.
ccela,L,7.L.1.b,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas."
ccela,L,7.L.1.c,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*"
ccela,L,7.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,7.L.2.a,"Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt)."
ccela,L,7.L.2.b,Spell correctly.
ccela,L,7.L.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
ccela,L,7.L.3.a,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*"
ccela,L,7.L.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies."
ccela,L,7.L.4.a,"Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
ccela,L,7.L.4.b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel)."
ccela,L,7.L.4.c,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
ccela,L,7.L.4.d,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
ccela,L,7.L.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
ccela,L,7.L.5.a,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."
ccela,L,7.L.5.b,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."
ccela,L,7.L.5.c,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."
ccela,L,7.L.6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
ccela,L,8.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,8.L.1.a,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences."
ccela,L,8.L.1.b,Form and use verbs in the active and passive voice.
ccela,L,8.L.1.c,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood."
ccela,L,8.L.1.d,Recognize and correct inappropriate shifts in verb voice and mood.*
ccela,L,8.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,8.L.2.a,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break."
ccela,L,8.L.2.b,Use an ellipsis to indicate an omission.
ccela,L,8.L.2.c,Spell correctly.
ccela,L,8.L.3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
ccela,L,8.L.3.a,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."
ccela,L,8.L.4,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies."
ccela,L,8.L.4.a,"Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
ccela,L,8.L.4.b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede)."
ccela,L,8.L.4.c,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
ccela,L,8.L.4.d,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
ccela,L,8.L.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
ccela,L,8.L.5.a,"Interpret figures of speech (e.g. verbal irony, puns) in context."
ccela,L,8.L.5.b,Use the relationship between particular words to better understand each of the words.
ccela,L,8.L.5.c,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."
ccela,L,8.L.6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
ccela,L,9-10.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,9-10.L.1.a,Use parallel structure.*
ccela,L,9-10.L.1.b,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations."
ccela,L,9-10.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,9-10.L.2.a,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.
ccela,L,9-10.L.2.b,Use a colon to introduce a list or quotation.
ccela,L,9-10.L.2.c,Spell correctly.
ccela,L,9-10.L.3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
ccela,L,9-10.L.3.a,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian’s Manual for Writers) appropriate for the discipline and writing type."
ccela,L,9-10.L.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9–10 reading and content, choosing flexibly from a range of strategies."
ccela,L,9-10.L.4.a,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
ccela,L,9-10.L.4.b,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy)."
ccela,L,9-10.L.4.c,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology."
ccela,L,9-10.L.4.d,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
ccela,L,9-10.L.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
ccela,L,9-10.L.5.a,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text."
ccela,L,9-10.L.5.b,Analyze nuances in the meaning of words with similar denotations.
ccela,L,9-10.L.6,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when consider"
ccela,L,K.L.1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
ccela,L,K.L.1.a,Print many upper- and lowercase letters.
ccela,L,K.L.1.b,Use frequently occurring nouns and verbs.
ccela,L,K.L.1.c,"Form regular plural nouns orally by adding /s/ or /es/ (e.g., dog, dogs; wish, wishes)."
ccela,L,K.L.1.d,"Understand and use question words (interrogatives) (e.g., who, what, where, when, why, how)."
ccela,L,K.L.1.e,"Use the most frequently occurring prepositions (e.g., to, from, in, out, on, off, for, of, by, with)."
ccela,L,K.L.1.f,Produce and expand complete sentences in shared language activities.
ccela,L,K.L.2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
ccela,L,K.L.2.a,Capitalize the first word in a sentence and the pronoun I.
ccela,L,K.L.2.b,Recognize and name end punctuation.
ccela,L,K.L.2.c,Write a letter or letters for most consonant and short-vowel sounds (phonemes).
ccela,L,K.L.2.d,"Spell simple words phonetically, drawing on knowledge of sound-letter relationships."
ccela,L,K.L.3,(Begins in grade 2)
ccela,L,K.L.4,Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on kindergarten reading and content.
ccela,L,K.L.4.a,"Identify new meanings for familiar words and apply them accurately (e.g., knowing duck is a bird and learning the verb to duck)."
ccela,L,K.L.4.b,"Use the most frequently occurring inflections and affixes (e.g., -ed, -s, re-, un-, pre-, -ful, -less) as a clue to the meaning of an unknown word."
ccela,L,K.L.5,"With guidance and support from adults, explore word relationships and nuances in word meanings."
ccela,L,K.L.5.a,"Sort common objects into categories (e.g., shapes, foods) to gain a sense of the concepts the categories represent."
ccela,L,K.L.5.b,Demonstrate understanding of frequently occurring verbs and adjectives by relating them to their opposites (antonyms).
ccela,L,K.L.5.c,"Identify real-life connections between words and their use (e.g., note places at school that are colorful)."
ccela,L,K.L.5.d,"Distinguish shades of meaning among verbs describing the same general action (e.g., walk, march, strut, prance) by acting out the meanings."
ccela,L,K.L.6,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts."
ccela,RF,1.RF.1,Demonstrate understanding of the organization and basic features of print.
ccela,RF,1.RF.1.a,"Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation)."
ccela,RF,1.RF.2,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes)."
ccela,RF,1.RF.2.a,Distinguish long from short vowel sounds in spoken single-syllable words.
ccela,RF,1.RF.2.b,"Orally produce single-syllable words by blending sounds (phonemes), including consonant blends."
ccela,RF,1.RF.2.c,"Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words."
ccela,RF,1.RF.2.d,Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).
ccela,RF,1.RF.3,Know and apply grade-level phonics and word analysis skills in decoding words.
ccela,RF,1.RF.3.a,Know the spelling-sound correspondences for common consonant digraphs.
ccela,RF,1.RF.3.b,Decode regularly spelled one-syllable words.
ccela,RF,1.RF.3.c,Know final -e and common vowel team conventions for representing long vowel sounds.
ccela,RF,1.RF.3.d,Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.
ccela,RF,1.RF.3.e,Decode two-syllable words following basic patterns by breaking the words into syllables.
ccela,RF,1.RF.3.f,Read words with inflectional endings.
ccela,RF,1.RF.3.g,Recognize and read grade-appropriate irregularly spelled words.
ccela,RF,1.RF.4,Read with sufficient accuracy and fluency to support comprehension.
ccela,RF,1.RF.4.a,Read on-level text with purpose and understanding.
ccela,RF,1.RF.4.b,"Read on-level text orally with accuracy, appropriate rate, and expression on successive readings."
ccela,RF,1.RF.4.c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
ccela,RF,2.RF.3,Know and apply grade-level phonics and word analysis skills in decoding words.
ccela,RF,2.RF.3.a,Distinguish long and short vowels when reading regularly spelled one-syllable words.
ccela,RF,2.RF.3.b,Know spelling-sound correspondences for additional common vowel teams.
ccela,RF,2.RF.3.c,Decode regularly spelled two-syllable words with long vowels.
ccela,RF,2.RF.3.d,Decode words with common prefixes and suffixes.
ccela,RF,2.RF.3.e,Identify words with inconsistent but common spelling-sound correspondences.
ccela,RF,2.RF.3.f,Recognize and read grade-appropriate irregularly spelled words.
ccela,RF,2.RF.4,Read with sufficient accuracy and fluency to support comprehension.
ccela,RF,2.RF.4.a,Read on-level text with purpose and understanding.
ccela,RF,2.RF.4.b,"Read on-level text orally with accuracy, appropriate rate, and expression on successive readings."
ccela,RF,2.RF.4.c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
ccela,RF,3.RF.3,Know and apply grade-level phonics and word analysis skills in decoding words.
ccela,RF,3.RF.3.a,Identify and know the meaning of the most common prefixes and derivational suffixes.
ccela,RF,3.RF.3.b,Decode words with common Latin suffixes.
ccela,RF,3.RF.3.c,Decode multisyllable words.
ccela,RF,3.RF.3.d,Read grade-appropriate irregularly spelled words.
ccela,RF,3.RF.4,Read with sufficient accuracy and fluency to support comprehension.
ccela,RF,3.RF.4.a,Read on-level text with purpose and understanding.
ccela,RF,3.RF.4.b,"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings"
ccela,RF,3.RF.4.c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
ccela,RF,4.RF.3,Know and apply grade-level phonics and word analysis skills in decoding words.
ccela,RF,4.RF.3.a,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context."
ccela,RF,4.RF.4,Read with sufficient accuracy and fluency to support comprehension.
ccela,RF,4.RF.4.a,Read on-level text with purpose and understanding.
ccela,RF,4.RF.4.b,"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings."
ccela,RF,4.RF.4.c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
ccela,RF,5.RF.3,Know and apply grade-level phonics and word analysis skills in decoding words.
ccela,RF,5.RF.3.a,"Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context."
ccela,RF,5.RF.4,Read with sufficient accuracy and fluency to support comprehension.
ccela,RF,5.RF.4.a,Read on-level text with purpose and understanding.
ccela,RF,5.RF.4.b,"Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings."
ccela,RF,5.RF.4.c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
ccela,RF,K.RF.1,Demonstrate understanding of the organization and basic features of print.
