framework,category,standard,description
ccmath,C,G.C.3,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle."
ccmath,C,G.C.4,(+) Construct a tangent line from a point outside a given circle to the circle.
ccmath,C,G.C.5,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector."
ccmath,CC,K.CC.1,Count to 100 by ones and by tens.
ccmath,CC,K.CC.2,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).
ccmath,CC,K.CC.3,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).
ccmath,CC,K.CC.4,Understand the relationship between numbers and quantities; connect counting to cardinality.
ccmath,CC,K.CC.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object."
ccmath,CC,K.CC.4.b,Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.
ccmath,CC,K.CC.4.c,Understand that each successive number name refers to a quantity that is one larger.
ccmath,CC,K.CC.5,"Count to answer “how many?” questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1–20, count out that many objects."
ccmath,CC,K.CC.6,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies.1"
ccmath,CC,K.CC.7,Compare two numbers between 1 and 10 presented as written numerals.
ccmath,CED,A.CED.1,"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions."
ccmath,CED,A.CED.2,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
ccmath,CED,A.CED.3,"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or non- viable options in a modeling context. For example, represent inequalities describing nutritional and cost constr"
ccmath,CED,A.CED.4,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohm’s law V = IR to highlight resistance R."
ccmath,CN,N.CN.1,"Know there is a complex number i such that i2 = –1, and every complex number has the form a + bi with a and b real."
ccmath,CN,N.CN.2,"Use the relation i2 = –1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers."
ccmath,CN,N.CN.3,(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.
ccmath,CN,N.CN.4,"(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number."
ccmath,CN,N.CN.5,"(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (–1 + √3 i)3 = 8 because (–1 + √3 i) has modulus 2 and argument"
ccmath,CN,N.CN.6,"(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints."
ccmath,CN,N.CN.7,Solve quadratic equations with real coefficients that have complex solutions.
ccmath,CN,N.CN.8,"(+) Extend polynomial identities to the complex numbers. For example, rewrite x2 + 4 as (x + 2i)(x – 2i)."
ccmath,CN,N.CN.9,(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.
ccmath,CO,G.CO.1,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc."
ccmath,CO,G.CO.10,Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the 
ccmath,CO,G.CO.11,"Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals."
ccmath,CO,G.CO.12,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; "
ccmath,CO,G.CO.13,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle."
ccmath,CO,G.CO.2,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and an"
ccmath,CO,G.CO.3,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself."
ccmath,CO,G.CO.4,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments."
ccmath,CO,G.CO.5,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another."
ccmath,CO,G.CO.6,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent."
ccmath,CO,G.CO.7,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.
ccmath,CO,G.CO.8,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions."
ccmath,CO,G.CO.9,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line"
ccmath,CP,S.CP.1,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (“or,” “and,” “not”)."
ccmath,CP,S.CP.2,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent."
ccmath,CP,S.CP.3,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the "
ccmath,CP,S.CP.4,Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For ex
ccmath,CP,S.CP.5,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cance"
ccmath,CP,S.CP.6,"Find the conditional probability of A given B as the fraction of B’s outcomes that also belong to A, and interpret the answer in terms of the model."
ccmath,CP,S.CP.7,"Apply the Addition Rule, P(A or B) = P(A) + P(B) – P(A and B), and interpret the answer in terms of the model."
ccmath,CP,S.CP.8,"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model."
ccmath,CP,S.CP.9,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.
ccmath,EE,6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.
ccmath,EE,6.EE.2,"Write, read, and evaluate expressions in which letters stand for numbers."
ccmath,EE,6.EE.2.a,"Write expressions that record operations with numbers and with letters standing for numbers. For example, express the calculation “Subtract y from 5” as 5 – y."
ccmath,EE,6.EE.2.b,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity. For example, describe the expression 2 (8 + 7) as a product of two factors; view (8 +"
ccmath,EE,6.EE.2.c,"Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole- number exponents, in the conventional order when there ar"
ccmath,EE,6.EE.3,Apply the properties of operations to generate equivalent expressions.
ccmath,EE,6.EE.4,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardles"
ccmath,EE,6.EE.5,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation o"
ccmath,EE,6.EE.6,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
ccmath,EE,6.EE.7,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers."
ccmath,EE,6.EE.8,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities 
ccmath,EE,6.EE.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent va"
ccmath,EE,7.EE.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients."
ccmath,EE,7.EE.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.”"
ccmath,EE,7.EE.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; c"
ccmath,EE,7.EE.4,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
ccmath,EE,7.EE.4.a,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence o"
ccmath,EE,7.EE.4.b,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you "
ccmath,EE,8.EE.1,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32 × 3–5 = 3–3 = 1/33 = 1/27."
ccmath,EE,8.EE.2,"Use square root and cube root symbols to represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that √2 is irrationa"
ccmath,EE,8.EE.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 ×"
ccmath,EE,8.EE.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities "
ccmath,EE,8.EE.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine whi"
ccmath,EE,8.EE.6,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the v
ccmath,EE,8.EE.7,Solve linear equations in one variable.
ccmath,EE,8.EE.7.a,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation"
ccmath,EE,8.EE.7.b,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms."
ccmath,EE,8.EE.8,Analyze and solve pairs of simultaneous linear equations.
ccmath,EE,8.EE.8.a,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously."
ccmath,EE,8.EE.8.b,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 "
ccmath,EE,8.EE.8.c,"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair."
ccmath,F,8.F.1,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.1
ccmath,F,8.F.2,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented"
ccmath,F,8.F.3,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear be"
ccmath,F,8.F.4,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph"
ccmath,F,8.F.5,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been d"
ccmath,G,1.G.1,"Distinguish between defining attributes (e.g., triangles are closed and three-sided) versus non-defining attributes (e.g., color, orientation, overall size); build and draw shapes to possess defining attributes."
ccmath,G,1.G.2,"Compose two-dimensional shapes (rectangles, squares, trapezoids, triangles, half-circles, and quarter-circles) or three-dimensional shapes (cubes, right rectangular prisms, right circular cones, and right circular cylinders) to create a composite shape, a"
ccmath,G,1.G.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for"
ccmath,G,2.G.1,"Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces.5 Identify triangles, quadrilaterals, pentagons, hexagons, and cubes."
ccmath,G,2.G.2,Partition a rectangle into rows and columns of same-size squares and count to find the total number of them.
ccmath,G,2.G.3,"Partition circles and rectangles into two, three, or four equal shares, describe the shares using the words halves, thirds, half of, a third of, etc., and describe the whole as two halves, three thirds, four fourths. Recognize that equal shares of identic"
ccmath,G,3.G.1,"Understand that shapes in different categories (e.g., rhombuses, rectangles, and others) may share attributes (e.g., having four sides), and that the shared attributes can define a larger category (e.g., quadrilaterals). Recognize rhombuses, rectangles, a"
ccmath,G,3.G.2,"Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. For example, partition a shape into 4 parts with equal area, and describe the area of each part as 1/4 of the area of the shape."
ccmath,G,4.G.1,"Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures."
ccmath,G,4.G.2,"Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles."
ccmath,G,4.G.3,Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts. Identify line-symmetric figures and draw lines of symmetry.
ccmath,G,5.G.1,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, "
ccmath,G,5.G.2,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation."
ccmath,G,5.G.3,"Understand that attributes belonging to a category of two- dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles."
ccmath,G,5.G.4,Classify two-dimensional figures in a hierarchy based on properties.
ccmath,G,6.G.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
ccmath,G,6.G.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. App"
ccmath,G,6.G.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world
ccmath,G,6.G.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
ccmath,G,7.G.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."
ccmath,G,7.G.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangl"
ccmath,G,7.G.3,"Describe the two-dimensional figures that result from slicing three- dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids."
ccmath,G,7.G.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.
ccmath,G,7.G.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure."
ccmath,G,7.G.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms."
ccmath,G,8.G.1,"Verify experimentally the properties of rotations, reflections, and translations:"
ccmath,G,8.G.1.a,"Lines are taken to lines, and line segments to line segments of the same length."
ccmath,G,8.G.1.b,Angles are taken to angles of the same measure.
ccmath,G,8.G.1.c,Parallel lines are taken to parallel lines.
ccmath,G,8.G.2,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between "
ccmath,G,8.G.3,"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
ccmath,G,8.G.4,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two- dimensional figures, describe a sequence that exhibits"
ccmath,G,8.G.5,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three cop"
ccmath,G,8.G.6,Explain a proof of the Pythagorean Theorem and its converse.
ccmath,G,8.G.7,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
ccmath,G,8.G.8,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
ccmath,G,8.G.9,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems."
ccmath,G,K.G.1,"Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to."
ccmath,G,K.G.2,Correctly name shapes regardless of their orientations or overall size.
ccmath,G,K.G.3,"Identify shapes as two-dimensional (lying in a plane, “flat”) or three- dimensional (“solid”)."
ccmath,G,K.G.4,"Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/“corners”) and other attributes (e.g., having sides "
ccmath,G,K.G.5,"Model shapes in the world by building shapes from components (e.g., sticks and clay balls) and drawing shapes."
ccmath,G,K.G.6,"Compose simple shapes to form larger shapes. For example, “Can you join these two triangles with full sides touching to make a rectangle?”"
ccmath,GMD,G.GMD.1,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri’s principle, and informal limit arguments."
ccmath,GMD,G.GMD.2,(+) Give an informal argument using Cavalieri’s principle for the formulas for the volume of a sphere and other solid figures.
ccmath,GMD,G.GMD.3,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.★"
ccmath,GMD,G.GMD.4,"Identify the shapes of two-dimensional cross-sections of three- dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects."
ccmath,GPE,G.GPE.1,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.
ccmath,GPE,G.GPE.2,Derive the equation of a parabola given a focus and directrix.
ccmath,GPE,G.GPE.3,"(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant."
ccmath,GPE,G.GPE.4,"Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the"
ccmath,GPE,G.GPE.5,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
ccmath,GPE,G.GPE.6,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
ccmath,GPE,G.GPE.7,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.★"
ccmath,IC,S.IC.1,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.
ccmath,IC,S.IC.2,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question th"
ccmath,IC,S.IC.3,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each."
ccmath,IC,S.IC.4,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.
ccmath,IC,S.IC.5,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.
ccmath,IC,S.IC.6,Evaluate reports based on data.
ccmath,ID,S.ID.1,"Represent data with plots on the real number line (dot plots, histograms, and box plots)."
ccmath,ID,S.ID.2,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets."
ccmath,ID,S.ID.3,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers)."
ccmath,ID,S.ID.4,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to est"
ccmath,ID,S.ID.5,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data."
ccmath,ID,S.ID.6,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related."
ccmath,ID,S.ID.6.a,"Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models."
ccmath,ID,S.ID.6.b,Informally assess the fit of a function by plotting and analyzing residuals.
ccmath,ID,S.ID.6.c,Fit a linear function for a scatter plot that suggests a linear association.
ccmath,ID,S.ID.7,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.
ccmath,ID,S.ID.8,Compute (using technology) and interpret the correlation coefficient of a linear fit.
ccmath,ID,S.ID.9,Distinguish between correlation and causation.
ccmath,IF,F.IF.1,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f c"
ccmath,IF,F.IF.2,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
ccmath,IF,F.IF.3,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ≥ 1."
ccmath,IF,F.IF.4,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercep"
ccmath,IF,F.IF.5,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers w"
ccmath,IF,F.IF.6,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.★
ccmath,IF,F.IF.7,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.★"
ccmath,IF,F.IF.7.a,"Graph linear and quadratic functions and show intercepts, maxima, and minima."
ccmath,IF,F.IF.7.b,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions."
ccmath,IF,F.IF.7.c,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior."
ccmath,IF,F.IF.7.d,"(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior."
ccmath,IF,F.IF.7.e,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude."
ccmath,IF,F.IF.8,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.
ccmath,IF,F.IF.8.a,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context."
ccmath,IF,F.IF.8.b,"Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)t, y = (0.97)t, y = (1.01)12t, y = (1.2)t/10, and classify them as representing exponential gro"
ccmath,IF,F.IF.9,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which"
ccmath,LE,F.LE.1,Distinguish between situations that can be modeled with linear functions and with exponential functions.
ccmath,LE,F.LE.1.a,"Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals."
ccmath,LE,F.LE.1.b,Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.
ccmath,LE,F.LE.1.c,Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.
ccmath,LE,F.LE.2,"Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table)."
