framework,category,standard,description
csta,AP,3B-AP-22,"Modify an existing program to add additional functionality and discuss intended and unintended implications (e.g., breaking other functionality)."
csta,AP,3B-AP-23,Evaluate key qualities of a program through a process such as a code review.
csta,AP,3B-AP-24,Compare multiple programming languages and discuss how their features make them suitable for solving different types of problems.
csta,CS,1A-CS-01,Select and operate appropriate software to perform a variety of tasks and recognize that users have different needs and preferences for the technology they use.
csta,CS,1A-CS-02,Use appropriate terminology in identifying and describing the function of common physical components of computing systems (hardware).
csta,CS,1A-CS-03,Describe basic hardware and software problems using accurate terminology.
csta,CS,1B-CS-01,Describe how internal and external parts of computing devices function to form a system.
csta,CS,1B-CS-02,Model how computer hardware and software work together as a system to accomplish tasks.
csta,CS,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.
csta,CS,2-CS-01,"Recommend improvements to the design of computing devices, based on an analysis of how users interact with the devices."
csta,CS,2-CS-02,Design projects that combine hardware and software components to collect and exchange data.
csta,CS,2-CS-03,Systematically identify and fix problems with computing devices and their components.
csta,CS,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.
csta,CS,3A-CS-02," Compare levels of abstraction and interactions between application software, system software and hardware layers. "
csta,CS,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.
csta,CS,3B-CS-01,Categorize the roles of operating system software.
csta,CS,3B-CS-02,"Illustrate ways computing systems implement logic, input, and output through hardware components."
csta,DA,1A-DA-05,"Store, copy, search, retrieve, modify, and delete information using a computing device and define the information stored as data."
csta,DA,1A-DA-06,Collect and present the same data in various visual formats.
csta,DA,1A-DA-07,"Identify and describe patterns in data visualizations, such as charts or graphs, to make predictions."
csta,DA,1B-DA-06,Organize and present collected data visually to highlight relationships and support a claim.
csta,DA,1B-DA-07,"Use data to highlight or propose cause-and-effect relationships, predict outcomes, or communicate an idea."
csta,DA,2-DA-07,Represent data using multiple encoding schemes.
csta,DA,2-DA-08,Collect data using computational tools and transform the data to make it more useful and reliable.
csta,DA,2-DA-09,Refine computational models based on the data they have generated.
csta,DA,3A-DA-09,"Translate between different bit representations of real-world phenomena, such as characters, numbers, and images."
csta,DA,3A-DA-10,Evaluate the tradeoffs in how data elements are organized and where data is stored.
csta,DA,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.
csta,DA,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.
csta,DA,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.
csta,DA,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.
csta,DA,3B-DA-07,Evaluate the ability of models and simulations to test and support the refinement of hypotheses.
csta,IC,1A-IC-16,Compare how people live and work before and after the implementation or adoption of new computing technology.
csta,IC,1A-IC-17,Work respectfully and responsibly with others online.
csta,IC,1A-IC-18,"Keep login information private, and log off of devices appropriately."
csta,IC,1B-IC-18,"Discuss computing technologies that have changed the world and express how those technologies influence, and are influenced by, cultural practices."
csta,IC,1B-IC-19,Brainstorm ways to improve the accessibility and usability of technology products for the diverse needs and wants of users.
csta,IC,1B-IC-20,Seek diverse perspectives for the purpose of improving computational artifacts.
csta,IC,1B-IC-21,Use public domain or creative commons media and refrain from copying or using material created by others without permission.
csta,IC,2-IC-20,Compare tradeoffs associated with computing technologies that affect people's everyday activities and career options.
csta,IC,2-IC-21,Discuss issues of bias and accessibility in the design of existing technologies.
csta,IC,2-IC-22,Collaborate with many contributors through strategies such as crowdsourcing or surveys when creating a computational artifact.
csta,IC,2-IC-23,Describe tradeoffs between allowing information to be public and keeping information private and secure.
csta,IC,3A-IC-24,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices."
csta,IC,3A-IC-25,Test and refine computational artifacts to reduce bias and equity deficits.
csta,IC,3A-IC-26,Demonstrate ways a given algorithm applies to problems across disciplines.
csta,IC,3A-IC-27,Use tools and methods for collaboration on a project to increase connectivity of people in different cultures and career fields.
csta,IC,3A-IC-28,Explain the beneficial and harmful effects that intellectual property laws can have on innovation.
csta,IC,3A-IC-29,Explain the privacy concerns related to the collection and generation of data through automated processes that may not be evident to users.
csta,IC,3A-IC-30,"Evaluate the social and economic implications of privacy in the context of safety, law, or ethics."
csta,IC,3B-IC-25,Evaluate computational artifacts to maximize their beneficial effects and minimize harmful effects on society.
csta,IC,3B-IC-26,"Evaluate the impact of equity, access, and influence on the distribution of computing resources in a global society."
csta,IC,3B-IC-27,Predict how computational innovations that have revolutionized aspects of our culture might evolve.
csta,IC,3B-IC-28,Debate laws and regulations that impact the development and use of software.
csta,NI,1A-NI-04,"Explain what passwords are and why we use them, and use strong passwords to protect devices and information from unauthorized access."
csta,NI,1B-NI-04,"Model how information is broken down into smaller pieces, transmitted as packets through multiple devices over networks and the Internet, and reassembled at the destination."
csta,NI,1B-NI-05,Discuss real-world cybersecurity problems and how personal information can be protected.
csta,NI,2-NI-04,Model the role of protocols in transmitting data across networks and the Internet.
csta,NI,2-NI-05,Explain how physical and digital security measures protect electronic information.
csta,NI,2-NI-06,Apply multiple methods of encryption to model the secure transmission of information.
csta,NI,3A-NI-04,"Evaluate the scalability and reliability of networks, by describing the relationship between routers, switches, servers, topology, and addressing."
csta,NI,3A-NI-05,Give examples to illustrate how sensitive data can be affected by malware and other attacks.
csta,NI,3A-NI-06,"Recommend security measures to address various scenarios based on factors such as efficiency, feasibility, and ethical impacts."
csta,NI,3A-NI-07,"Compare various security measures, considering tradeoffs between the usability and security of a computer system."
csta,NI,3A-NI-08,Explain tradeoffs when selecting and implementing cybersecurity recommendations.
csta,NI,3B-NI-03,"Describe the issues that impact network functionality (e.g., bandwidth, load, delay, topology)."
csta,NI,3B-NI-04,Compare ways software developers protect devices and information from unauthorized access.
