framework,category,standard,description
ngss,LS3,HS-LS3-3,Apply concepts of statistics and probability to explain the variation and distribution of expressed traits in a population.
ngss,LS3,MS-LS3-1,"Develop and use a model to describe why structural changes to genes (mutations) located on chromosomes may affect proteins and may result in harmful, beneficial, or neutral effects to the structure and function of the organism."
ngss,LS3,MS-LS3-2,Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.
ngss,LS4,2-LS4-1,Make observations of plants and animals to compare the diversity of life in different habitats.
ngss,LS4,3-LS4-1,Analyze and interpret data from fossils to provide evidence of the organisms and the environments in which they lived long ago.
ngss,LS4,3-LS4-2,"Use evidence to construct an explanation for how the variations in characteristics among individuals of the same species may provide advantages in surviving, finding mates, and reproducing. "
ngss,LS4,3-LS4-3,"Construct an argument with evidence that in a particular habitat some organisms can survive well, some survive less well, and some cannot survive at all."
ngss,LS4,3-LS4-4,Make a claim about the merit of a solution to a problem caused when the environment changes and the types of plants and animals that live there may change.*
ngss,LS4,HS-LS4-1,Communicate scientific information that common ancestry and biological evolution are supported by multiple lines of empirical evidence.
ngss,LS4,HS-LS4-2,"Construct an explanation based on evidence that the process of evolution primarily results from four factors: (1) the potential for a species to increase in number, (2) the heritable genetic variation of individuals in a species due to mutation and sexual"
ngss,LS4,HS-LS4-3,Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.
ngss,LS4,HS-LS4-4,Construct an explanation based on evidence for how natural selection leads to adaptation of populations.[Clarification Statement: Emphasis is on using data to provide evidence for how specific biotic and abiotic differences in ecosystems (such as ranges 
ngss,LS4,HS-LS4-5,"Evaluate the evidence supporting claims that changes in environmental conditions may result in: (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species."
ngss,LS4,HS-LS4-6,"Create or revise a simulation to test a solution to mitigate adverse impacts of human activity on biodiversity.*[Clarification Statement: Emphasis is on designing solutions for a proposed problem related to threatened or endangered species, or to genetic"
ngss,LS4,MS-LS4-1,"Analyze and interpret data for patterns in the fossil record that document the existence, diversity, extinction, and change of life forms throughout the history of life on Earth under the assumption that natural laws operate today as in the past."
ngss,LS4,MS-LS4-2,Apply scientific ideas to construct an explanation for the anatomical similarities and differences among modern organisms and between modern and fossil organisms to infer evolutionary relationships.
ngss,LS4,MS-LS4-3,Analyze displays of pictorial data to compare patterns of similarities in the embryological development across multiple species to identify relationships not evident in the fully formed anatomy.
ngss,LS4,MS-LS4-4,Construct an explanation based on evidence that describes how genetic variations of traits in a population increase some individuals' probability of surviving and reproducing in a specific environment.
ngss,LS4,MS-LS4-5,Gather and synthesize information about the technologies that have changed the way humans influence the inheritance of desired traits in organisms.
ngss,LS4,MS-LS4-6,Use mathematical representations to support explanations of how natural selection may lead to increases and decreases of specific traits in populations over time.
ngss,PS1,2-PS1-1,Plan and conduct an investigation to describe and classify different kinds of materials by their observable properties.
ngss,PS1,2-PS1-2,Analyze data obtained from testing different materials to determine which materials have the properties that are best suited for an intended purpose.*
ngss,PS1,2-PS1-3,Make observations to construct an evidence-based account of how an object made of a small set of pieces can be disassembled and made into a new object.
ngss,PS1,2-PS1-4,Construct an argument with evidence that some changes caused by heating or cooling can be reversed and some cannot. 
ngss,PS1,5-PS1-1,Develop a model to describe that matter is made of particles too small to be seen.
ngss,PS1,5-PS1-2,"Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved."
ngss,PS1,5-PS1-3,Make observations and measurements to identify materials based on their properties.
ngss,PS1,5-PS1-4,Conduct an investigation to determine whether the mixing of two or more substances results in new substances.
ngss,PS1,HS-PS1-1,Use the periodic table as a model to predict the relative properties of elements based on the patterns of electrons in the outermost energy level of atoms.
ngss,PS1,HS-PS1-2,"Construct and revise an explanation for the outcome of a simple chemical reaction based on the outermost electron states of atoms, trends in the periodic table, and knowledge of the patterns of chemical properties.[Clarification Steatement: Examples of c"
ngss,PS1,HS-PS1-3,Plan and conduct an investigation to gather evidence to compare the structure of substances at the bulk scale to infer the strength of electrical forces between particles.
ngss,PS1,HS-PS1-4,Develop a model to illustrate that the release or absorption of energy from a chemical reaction system depends upon the changes in total bond energy.
ngss,PS1,HS-PS1-5,Apply scientific principles and evidence to provide an explanation about the effects of changing the temperature or concentration of the reacting particles on the rate at which a reaction occurs.
ngss,PS1,HS-PS1-6,Refine the design of a chemical system by specifying a change in conditions that would produce increased amounts of products at equilibrium.*
ngss,PS1,HS-PS1-7,"Use mathematical representations to support the claim that atoms, and therefore mass, are conserved during a chemical reaction."
ngss,PS1,HS-PS1-8,"Develop models to illustrate the changes in the composition of the nucleus of the atom and the energy released during the processes of fission, fusion, and radioactive decay."
ngss,PS1,MS-PS1-1,Develop models to describe the atomic composition of simple molecules and extended structures.
ngss,PS1,MS-PS1-2,Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.
ngss,PS1,MS-PS1-3,Gather and make sense of information to describe that synthetic materials come from natural resources and impact society.
ngss,PS1,MS-PS1-4,"Develop a model that predicts and describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed."
ngss,PS1,MS-PS1-5,Develop and use a model to describe how the total number of atoms does not change in a chemical reaction and thus mass is conserved.
ngss,PS1,MS-PS1-6,"Undertake a design project to construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes.*"
ngss,PS2,3-PS2-1,Plan and conduct an investigation to provide evidence of the effects of balanced and unbalanced forces on the motion of an object.
ngss,PS2,3-PS2-2,Make observations and/or measurements of an object's motion to provide evidence that a pattern can be used to predict future motion.
ngss,PS2,3-PS2-3,Ask questions to determine cause and effect relationships of electric or magnetic interactions between two objects not in contact with each other.
ngss,PS2,3-PS2-4,Define a simple design problem that can be solved by applying scientific ideas about magnets.*
ngss,PS2,5-PS2-1,Support an argument that the gravitational force exerted by Earth on objects is directed down.
ngss,PS2,HS-PS2-1,"Analyze data to support the claim that Newton's second law of motion describes the mathematical relationship among the net force on a macroscopic object, its mass, and its acceleration."
ngss,PS2,HS-PS2-2,Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system.
ngss,PS2,HS-PS2-3,"Apply scientific and engineering ideas to design, evaluate, and refine a device that minimizes the force on a macroscopic object during a collision.* "
ngss,PS2,HS-PS2-4,Use mathematical representations of Newton's Law of Gravitation and Coulomb's Law to describe and predict the gravitational and electrostatic forces between objects.
ngss,PS2,HS-PS2-5,Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.
ngss,PS2,HS-PS2-6,Communicate scientific and technical information about why the molecular-level structure is important in the functioning of designed materials.*
ngss,PS2,K-PS2-1,Plan and conduct an investigation to compare the effects of different strengths or different directions of pushes and pulls on the motion of an object.
ngss,PS2,K-PS2-2,Analyze data to determine if a design solution works as intended to change the speed or direction of an object with a push or a pull.*
ngss,PS2,MS-PS2-1,"Apply Newton's Third Law to design a solution to a problem involving the motion of two colliding objects.*[Clarification Statement: Examples of practical problems could include the impact of collisions between two cars, between a car and stationary objec"
ngss,PS2,MS-PS2-2,Plan an investigation to provide evidence that the change in an object's motion depends on the sum of the forces on the object and the mass of the object.
ngss,PS2,MS-PS2-3,"Ask questions about data to determine the factors that affect the strength of electric and magnetic forces.[Clarification Statement: Examples of devices that use electric and magnetic forces could include electromagnets, electric motors, or generators. E"
ngss,PS2,MS-PS2-4,Construct and present arguments using evidence to support the claim that gravitational interactions are attractive and depend on the masses of interacting objects.
ngss,PS2,MS-PS2-5,Conduct an investigation and evaluate the experimental design to provide evidence that fields exist between objects exerting forces on each other even though the objects are not in contact.
ngss,PS3,4-PS3-1,Use evidence to construct an explanation relating the speed of an object to the energy of that object.
ngss,PS3,4-PS3-2,"Make observations to provide evidence that energy can be transferred from place to place by sound, light, heat, and electric currents."
ngss,PS3,4-PS3-3,Ask questions and predict outcomes about the changes in energy that occur when objects collide.
ngss,PS3,4-PS3-4,"Apply scientific ideas to design, test, and refine a device that converts energy from one form to another.*"
ngss,PS3,5-PS3-1,"Use models to describe that energy in animals' food (used for body repair, growth, motion, and to maintain body warmth) was once energy from the sun."
ngss,PS3,HS-PS3-1,Create a computational model to calculate the change in the energy of one component in a system when the change in energy of the other component(s) and energy flows in and out of the system are known.
ngss,PS3,HS-PS3-2,Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motions of particles (objects) and energy associated with the relative position of particles (objects).
ngss,PS3,HS-PS3-3,"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy.*"
ngss,PS3,HS-PS3-4,Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (se
ngss,PS3,HS-PS3-5,Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.
ngss,PS3,K-PS3-1,Make observations to determine the effect of sunlight on Earth's surface.
ngss,PS3,K-PS3-2,"Use tools and materials to design and build a structure that will reduce the warming effect of sunlight on an area.*[Clarification Statement: Examples of structures could include umbrellas, canopies, and tents that minimize the warming effect of the sun."
ngss,PS3,MS-PS3-1,Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object.
ngss,PS3,MS-PS3-2,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system."
ngss,PS3,MS-PS3-3,"Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer.*"
ngss,PS3,MS-PS3-4,"Plan an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample.[Clarification Statement: Examples"
ngss,PS3,MS-PS3-5,"Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object."
ngss,PS4,1-PS4-1,Plan and conduct investigations to provide evidence that vibrating materials can make sound and that sound can make materials vibrate.
ngss,PS4,1-PS4-2,"Make observations to construct an evidence-based account that objects can be seen only when illuminated.[Clarification Statement: Examples of observations could include those made in a completely dark room, a pinhole box, and a video of a cave explorer w"
ngss,PS4,1-PS4-3,Plan and conduct an investigation to determine the effect of placing objects made with different materials in the path of a beam of light.
ngss,PS4,1-PS4-4,Use tools and materials to design and build a device that uses light or sound to solve the problem of communicating over a distance.*
ngss,PS4,4-PS4-1,Develop a model of waves to describe patterns in terms of amplitude and wavelength and that waves can cause objects to move. 
ngss,PS4,4-PS4-2,"Develop a model to describe that light reflecting from objects and entering the eye allows objects to be seen.[Assessment Boundary:  Assessment does not include knowledge of specific colors reflected and seen, the cellular mechanisms of vision, or how th"
ngss,PS4,4-PS4-3,Generate and compare multiple solutions that use patterns to transfer information.*
ngss,PS4,HS-PS4-1,"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media."
ngss,PS4,HS-PS4-2,Evaluate questions about the advantages of using a digital transmission and storage of information.
ngss,PS4,HS-PS4-3,"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other.
[Clarification Statement: Emphas"
ngss,PS4,HS-PS4-4,Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.
ngss,PS4,HS-PS4-5,Communicate technical information about how some technological devices use the principles of wave behavior and wave interactions with matter to transmit and capture information and energy.*
ngss,PS4,MS-PS4-1,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.
ngss,PS4,MS-PS4-2,"Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials. "
ngss,PS4,MS-PS4-3,Integrate qualitative scientific and technical information to support the claim that digitized signals are a more reliable way to encode and transmit information than analog signals.
